# English → Traditional-Chinese assist derived from pinned CC-CEDICT,
# FrequencyWords English vocabulary, and rime-essay ranking data.
# Curated Hong Kong rows are a separately pinned higher-priority input.
# CC-CEDICT source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# CC-CEDICT source date: 2026-07-12T16:23:25Z
# CC-CEDICT SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# Per-key candidate cap: 3; key length<=32.
english,chinese,freq
ussr,蘇聯,0.5390
ussr,公式化,0.2298
ussr,勃列日涅夫,0.2285
usual,通常,0.6678
usual,恆,0.3167
usual,尋常,0.2716
usually,往往,0.6860
usually,通常,0.6678
usually,平常,0.4821
usurp,霸,0.2815
usurp,擅,0.2471
usurp,篡,0.2357
usurped,董卓,0.2818
usurped,王莽,0.2542
usurper,僭主,0.2239
usurper,篡賊,0.2095
usurper,僭主政治,0.2183
usury,高利貸,0.2448
usury,印子,0.2311
usury,印子錢,0.2184
ut-tsut,鬱卒,0.2257
utah,猶他,0.2331
utah,猶他州,0.2300
utah,鹽湖城,0.2317
utensil,工具,0.7025
utensil,器,0.4586
utensil,具,0.3450
utensils,家什,0.2014
utensils,隻,0.3998
utensils,器皿,0.2451
uterine,崩漏,0.2298
uterus,子宮,0.3049
uterus,胞宮,0.2000
uterus,宮頸,0.2613
utility,用,0.7664
utility,功利,0.2966
utility,效用,0.2919
utilize,利用,0.7024
utilize,動用,0.3031
utmost,極,0.4189
utmost,臻,0.2555
utmost,關懷備至,0.2293
utopia,烏托邦,0.2707
utopia,桃花源,0.2454
utopia,理想國,0.2313
utopian,空想社會主義,0.2268
utopian,空中樓閣,0.2324
utter,吭,0.2436
utter,放屁,0.2836
utter,吭聲,0.2449
uttered,歇後語,0.2351
utterly,十分,0.6641
utterly,爛,0.4210
utterly,不堪,0.3544
uzbekistan,烏茲別克斯坦,0.2336
uzbekistan,撒馬爾罕,0.2250
uzbekistan,撒馬爾干,0.2144
uzi,烏茲衝鋒槍,0.2192
v-belt,三角帶,0.2292
v-fib,室顫,0.2054
v-fib,心室顫動,0.2013
v-neck,雞心領,0.2235
v-shape,八字形,0.2260
v-shape,人字形,0.2015
v-shaped,槽鋼,0.2338
v-shaped,錐子臉,0.2000
va,雙江拉祜族佤族布朗族傣族自治縣,0.2000
va,華僑報,0.2212
va,滄源佤族自治縣,0.2266
vacancies,遞補,0.2327
vacancies,滿員,0.2313
vacancy,空缺,0.2646
vacancy,缺位,0.2430
vacancy,缺額,0.2319
vacant,空,0.5260
vacant,空閒,0.2784
vacant,空空,0.2637
vacate,騰,0.3000
vacate,蹲坑,0.2318
vacate,釘子戶,0.2463
vacation,假,0.4839
vacation,假期,0.3771
vacation,一個,0.7907
vaccinate,種花,0.2438
vaccinated,接種,0.3384
vaccinations,劑次,0.2000
vaccine,疫苗,0.4591
vaccine,菌苗,0.2286
vaccine,痘苗,0.2233
vacuum,真空,0.3464
vacuum,內膽,0.3217
vacuum,吸塵器,0.2473
vagabond,流浪者,0.2411
vagabond,遊民,0.2364
vagabond,行旅,0.2303
vagina,陰道,0.3038
vagina,陰穴,0.2265
vagina,膣,0.2222
vaginal,陰道炎,0.2472
vaginal,玉門,0.2352
vaginal,血崩,0.2276
vagrant,流浪,0.3099
vagrant,浪人,0.2497
vagrant,流浪者,0.2411
vague,模糊,0.3767
vague,曖昧,0.3200
vague,籠統,0.2947
vaguely,依稀,0.2655
vaguely,恍惚,0.2630
vaguely,隱隱約約,0.2461
vain,空頭,0.2867
vain,臭美,0.2516
vain,愛慕虛榮,0.2071
val,纈氨酸,0.2272
vala,維拉,0.2477
vale,犍陀羅,0.2236
valencia,巴倫西亞,0.2300
valentine's,情人節,0.3013
valentine's,擒人節,0.2000
valentine's,七夕,0.2749
valerian,纈草,0.2000
valet,代客泊車,0.2237
valiant,英勇,0.2637
valiant,梟,0.2443
valiant,悍,0.2441
valiantly,雄赳赳,0.2300
valiantly,赳赳,0.2273
valid,有效,0.6360
valid,作數,0.2267
valid,算,0.6529
validate,驗證,0.5648
validity,真實性,0.3723
validity,有效性,0.3040
validity,質疑,0.5762
valise,提包,0.2341
valium,安定,0.3019
valium,地西泮,0.2269
valkyrie,女武神,0.2316
valkyrie,瓦爾基里,0.2251
valley,谷,0.3504
valley,低谷,0.2917
valley,流域,0.2815
valleys,山壑,0.2211
valleys,丘壑,0.2285
valleys,林壑,0.2249
valor,血氣,0.2428
valor,武勇,0.2000
valor,餘勇可賈,0.2190
valuable,寶貴,0.3607
valuable,珍,0.3055
valuable,值錢,0.3027
valuables,財,0.3292
valuables,細軟,0.2321
valuables,橐中裝,0.2102
valuation,估值,0.5446
valuation,計價,0.2639
valuation,估價,0.2616
value,價值,0.7037
value,值,0.5009
value,重視,0.4971
value-added,增值,0.3335
value-added,增值稅,0.4031
valued,雅言,0.2276
valued,貴,0.5584
valued,犧牲,0.4935
values,價值標準,0.2300
values,正向,0.3222
values,價值,0.7037
valve,門,0.5664
valve,閥,0.2716
valve,閥門,0.2689
vampire,吸血鬼,0.3111
vampire,吸血烏賊,0.2000
vampire,殭屍,0.3929
van,貨車,0.2754
van,篷車,0.2334
van,廂式車,0.2279
vancouver,溫哥華,0.2554
vancouver,溫哥華島,0.2225
vanda,胡姬花,0.2235
vanda,萬代蘭,0.2229
vane,葉片,0.3022
vane,風向標,0.2477
vane,風標,0.2279
vanessa-mae,陳美,0.2299
vanguard,前鋒,0.3933
vanguard,先鋒,0.3494
vanguard,前衛,0.3336
vanilla,香草,0.2728
vanilla,香子蘭,0.2247
vanilla,香草蘭,0.2226
vanilla-like,蘺,0.2325
vanish,絕,0.3479
vanish,收斂,0.3111
vanish,蒸發,0.2959
vanished,蕩然,0.2354
vanished,往事如風,0.2300
vanished,魚沉雁杳,0.2157
vanishing,雪花膏,0.2281
vanity,虛榮,0.2797
vanity,虛榮心,0.2668
vanity,空幻,0.2286
vanquish,征服,0.3899
vanquish,降伏,0.2326
vanquish,降龍伏虎,0.2260
vanquished,死而不僵,0.2244
vantage,制高點,0.2452
vantage,俯瞰,0.2557
vapid,無趣,0.3101
vapor,蒸氣,0.2802
vapor,煙霧,0.2704
vapor,汽,0.2620
vaporize,揮發,0.2646
vaporize,氣化,0.2453
vaporize,汽化,0.2340
vapour,煙,0.3923
variable,元,0.6566
variable,變量,0.4454
variable,參差不齊,0.2694
variable-speed,變速,0.2532
variables,實分析,0.2230
variables,鞍點,0.2216
variance,方差,0.2624
variance,心口不一,0.2281
variation,變化,0.7092
variation,變異,0.3459
variation,變奏曲,0.2333
variations,碰瓷,0.3045
variations,變分法,0.2243
variations,變分學,0.2158
varicose,靜脈曲張,0.2363
varied,不等,0.4140
varied,參,0.2883
varied,變化多端,0.2324
varieties,白菜型油菜,0.2000
variety,種類,0.5086
variety,品種,0.4836
variety,品,0.4163
varnish,油光漆,0.2057
varnish,凡立水,0.2000
varnish,塗飾,0.2314
vary,變化,0.7092
vary,變,0.5517
vary,變換,0.3986
varying,時大時小,0.2258
varying,隨,0.4386
varying,因人而異,0.3629
vas,輸精管,0.2324
vas,輸出管,0.2242
vasa,結紮,0.2418
vascular,脈管,0.2329
vascular,維管,0.2000
vascular,脈絡,0.3160
vase,瓶,0.3444
vase,甒,0.2180
vase,瓶盂,0.2069
vasectomy,結紮,0.2418
vaseline,凡士林,0.2322
vaseline,礦脂,0.2193
vases,投鼠忌器,0.2288
vasily,瓦西里,0.2299
vassal,附庸,0.2339
vassal,燕,0.3413
vassal,衛,0.3367
vassals,挾天子以令諸侯,0.2258
vast,洋,0.3829
vast,廣闊,0.3310
vast,浩,0.3172
vastly,迥然,0.2336
vastly,懸殊,0.2539
vastness,瀚,0.2508
vat,缸,0.2722
vat,大桶,0.2325
vat,統編,0.2044
vata-v,常住論,0.2079
vatican,梵,0.2530
vatican,梵蒂岡,0.2399
vatican,教廷,0.2372
vaudeville,雜耍,0.2323
vault,飛身,0.2447
vault,躍居,0.2425
vault,穹,0.2384
vaurie's,中亞夜鷹,0.2000
vauxhall,沃克斯豪爾,0.2000
vc,虛電路,0.2253
vcr,錄像機,0.2447
ve,輕信,0.2604
veal,小牛肉,0.2253
vector,媒介,0.3943
vector,載體,0.3683
vector,向量,0.3431
vectors,數量積,0.2235
vectors,叉積,0.2187
vectors,叉乘,0.2049
vee,委內瑞拉馬腦炎病毒,0.2107
vega,織女,0.2462
vega,織女星,0.2298
vega,西伯利亞銀鷗,0.2000
vegan,純素食,0.2224
vegan,純素食者,0.2164
vegan,全素,0.2000
vegas,拉斯維加斯,0.2380
vegas,賭城,0.2351
vegetable,菜,0.4753
vegetable,菜刀,0.2751
vegetable,菜餚,0.2655
vegetables,蔬菜,0.4782
vegetables,茹,0.2706
vegetables,蔬,0.2385
vegetarian,素,0.4205
vegetarian,素食者,0.2315
vegetarian,純素,0.2000
vegetation,植物,0.5472
vegetation,植被,0.2610
vegetation,草木,0.2529
vegetative,植物狀態,0.2236
vegetative,植物人狀態,0.2217
vegetative,坐吃享福,0.2000
vehemently,大加,0.2424
vehemently,口沫橫飛,0.2275
vehicle,車,0.6379
vehicle,車輛,0.5453
vehicle,媒介,0.3943
vehicle's,車籍,0.2250
vehicle's,吃重,0.2000
vehicles,開,0.7089
vehicles,進出,0.2882
vehicles,車馬,0.2407
veil,面紗,0.2553
veil,冪,0.2405
veil,蓋頭,0.2335
veiled,含蓄,0.2701
veiled,隱晦,0.2614
veiled,昧沒,0.2103
veils,頂,0.5463
vein,血管,0.4174
vein,靜脈,0.2753
vein,阞,0.2183
veins,青筋,0.2339
veins,筋脈,0.2310
veins,筋,0.2733
velcro,魔術貼,0.2316
velcro,尼龍搭釦,0.2234
velcro,粘扣,0.2000
velociraptor,伶盜龍,0.2184
velociraptor,馳龍科,0.2156
velocity,速度,0.6668
velocity,速,0.3251
velocity,轉速,0.3414
velvet,絨,0.2576
velvet,絲絨,0.2341
velvet,天鵝絨,0.2335
velvet-fronted,絨額鳾,0.2000
velvety,軟綿綿,0.2400
vendetta,宿仇,0.2234
vendetta,尋仇,0.2327
vending,自動售貨機,0.2299
vending,販賣機,0.2283
vending,自動販賣機,0.2000
vendor,供貨商,0.2589
vendor,排檔,0.2365
vendor,走鬼,0.2291
vendor's,檔,0.3620
vendor's,攤,0.2806
vendor's,攤位,0.2616
veneer,飾面,0.2338
veneer,美耐板,0.2195
veneer,精利主義,0.2000
venerable,老,0.6819
venerable,可敬,0.2431
venerable,老生,0.2352
venerated,文宗,0.2311
veneration,肅然起敬,0.2334
veneration,大雄寶殿,0.2331
veneration,伏惟,0.2236
venereal,性病,0.2670
venereal,性疾病,0.2565
venereal,髒病,0.2249
venetian,貢多拉,0.2000
venetian,鳳尾船,0.2000
venezuela,委內瑞拉,0.2525
venezuela,馬拉開波,0.2240
venezuela,加拉加斯,0.2282
venezuelan,委內瑞拉馬腦炎病毒,0.2107
vengeance,復仇,0.3798
vengeance,冤魂,0.2399
vengeance,伍子胥,0.2320
vengeful,凶狠,0.2000
venice,威尼斯,0.2633
venice,金獅獎,0.2297
venice,威尼斯商人,0.2285
venison,鹿肉,0.2311
venom,毒液,0.2349
venom,抽取,0.2873
venom,蛇毒,0.2311
venomous,刻毒,0.2251
venomous,毒舌,0.2329
venomous,毒蟲,0.2313
vent,鬧,0.4081
vent,裂口,0.2333
vent,殺氣,0.2493
ventilate,通風,0.3180
ventilate,透氣,0.3044
ventilate,排氣,0.2690
ventilation,通風,0.3180
ventilation,通氣,0.2489
ventilation,空氣流通,0.2321
ventilator,風機,0.2598
ventilator,呼吸機,0.2577
ventilator,呼吸器,0.2369
ventricle,心室,0.2355
ventricular,室顫,0.2054
ventricular,心室顫動,0.2013
ventriloquism,口技,0.2327
ventriloquism,腹語,0.2260
ventriloquism,腹語術,0.2211
ventriloquist,腹語師,0.2130
venture,風投,0.2741
venture,風險投資,0.2697
venture,創投,0.2630
ventures,三資企業,0.2306
venturing,初出茅廬,0.2358
venue,地點,0.4248
venue,場合,0.4132
venue,出場,0.4933
venues,走穴,0.2308
venus,金星,0.3309
venus,太白,0.2479
venus,七曜,0.2284
vera,蘆薈,0.2565
veracity,真實性,0.3723
veracity,真事,0.2334
veranda,走廊,0.2998
veranda,廊,0.2560
veranda,門廊,0.2302
verb,動,0.5056
verb,動詞,0.3984
verb,詞性,0.2614
verb-object,動賓式,0.2196
verb-object,打,0.7494
verbal,口頭,0.2976
verbal,語言能力,0.2573
verbal,號令,0.2439
verbally,怒罵,0.2352
verbally,解說,0.4028
verbally,抨擊,0.3071
verbatim,一字不差,0.2285
verbs,與,0.7719
verbs,去,0.7824
verbs,沒,0.7804
verde,佛得角,0.2287
verde,普拉亞,0.2199
verde,維德角,0.2160
verdict,結論,0.6312
verdict,裁判,0.4494
verdict,斷語,0.2279
verge,邊緣,0.5001
verge,幾近,0.2525
verge,瀕臨,0.2524
verification,鑑證,0.2435
verification,檢證,0.2245
verification,驗證碼,0.3794
verified,屬實,0.3332
verified,無誤,0.2646
verified,官微,0.2339
verify,考,0.5814
verify,確認,0.5797
verify,證實,0.3864
veritable,明實錄,0.2247
veritas,酒後吐真言,0.2284
vermilion,朱,0.4333
vermilion,朱紅,0.2067
vermilion,中國紅,0.2000
vermin,蟊賊,0.2287
vermin,敵害,0.2275
vermin,蠹蟲,0.2252
vermont,佛蒙特,0.2274
vermont,明德學院,0.2000
vermont,明德鎮,0.2167
vermouth,味美思酒,0.2174
vermouth,威末酒,0.2000
vermouth,杜本內,0.2127
vernacular,白,0.5704
vernacular,白話,0.2538
vernacular,土話,0.2312
verne,八十天環遊地球,0.2252
verona,維羅納,0.2294
versa,反之亦然,0.2448
versa,反用換流器,0.2125
versace,凡賽斯,0.2000
versace,范思哲,0.2000
versailles,凡爾賽,0.2474
versailles,五四,0.2545
versailles,五四運動,0.2347
versatile,不分,0.3352
versatile,全才,0.2333
versatile,多方位,0.2331
verse,詩,0.4214
verse,詩詞,0.3422
verse,詩句,0.2848
versed,諳,0.2391
versed,文武雙全,0.2326
verses,節,0.4280
verses,輓聯,0.2309
version,版本,0.6826
version,版,0.5861
version,口徑,0.3156
versions,款,0.4590
versions,夏娃,0.2442
versions,厄娃,0.2000
versus,善惡,0.2659
versus,貴賤,0.2417
versus,簡繁,0.2399
vertebra,脊椎,0.2760
vertebra,椎,0.2468
vertebra,脊椎骨,0.2293
vertebrae,頸椎,0.3343
vertebrae,腰骨,0.2272
vertical,垂直,0.4446
vertical,直,0.4226
vertical,縱向,0.3353
vertically,縱橫,0.2980
vertically,對聯,0.2667
vertically,立式,0.2489
vertigo,眩暈,0.2573
vertigo,頭昏眼暗,0.2077
vertigo,暈高兒,0.2032
very,很,0.7649
very,非常,0.7568
very,太,0.7268
vespa,偉士牌,0.2143
vespa,大虎頭蜂,0.2000
vespers,晚禱,0.2247
vessel,船,0.3990
vessel,容器,0.3827
vessel,船隻,0.2740
vessels,隻,0.3998
vessels,簞笥,0.2122
vessels,脈絡,0.3160
vest,馬甲,0.5285
vest,汗衫,0.2303
vest,背心,0.2667
vesta,灶神星,0.2000
vested,既得利益,0.2424
vested,既得,0.2348
vestibule,玄關,0.2445
vestibule,前廳,0.2377
vestibule,套間,0.2356
vesuvius,龐培,0.2267
vet,獸醫,0.2598
veteran,資深,0.4084
veteran,老將,0.2943
veteran,老兵,0.2779
veterans,榮總,0.2240
veterans,退伍軍人節,0.2178
veterinarian,獸醫,0.2598
veterinary,獸醫,0.2598
veterinary,獸藥,0.2468
veterinary,獸醫學,0.2317
veto,否決,0.2604
veto,否決票,0.2221
veto,否決權,0.2296
vex,惹,0.3360
vex,煩擾,0.2327
vex,呧,0.2207
vexed,苦惱,0.2852
vexed,惱火,0.2676
vexed,燥,0.2642
vexing,煩心,0.2532
vi,喉輪,0.2234
vi,己,0.3110
vi,越南語,0.2312
vi-strauss,李維史陀,0.2154
via,通過,0.7721
via,從,0.7565
via,由,0.6955
viability,時效,0.2530
viaduct,高架橋,0.2354
viagra,偉哥,0.2572
viagra,萬艾可,0.2290
viagra,威而鋼,0.2000
vian-les-bains,依雲,0.2054
vibe,氣質,0.5275
vibe,氣場,0.3121
vibe,氛圍編程,0.2000
vibrant,爛漫,0.2473
vibrant,生機勃勃,0.2419
vibrant,明麗,0.2333
vibrate,震動,0.3873
vibrate,振動,0.3780
vibrate,震盪,0.3479
vibrating,發音體,0.2198
vibrating,簧舌,0.2193
vibration,震動,0.3873
vibration,振動,0.3780
vibration,震響,0.2277
vibrato,顫音,0.2383
vibrato,吟,0.2764
vibrato,猱,0.2276
vibrator,按摩棒,0.2316
vibrator,仙女棒,0.2029
vibrator,震動棒,0.2000
vic,周渝民,0.2349
vice,惡心,0.4248
vice,惡習,0.2462
vice,道德敗壞,0.2292
vice-chairman,副總裁,0.2803
vice-chairman,副議長,0.2272
vice-chairperson,副主席,0.2414
vice-foreign,金桂冠,0.2228
vice-minister,侍郎,0.2420
vice-premier,副總理,0.2371
vice-premiers,吳儀,0.2440
vice-president,副院長,0.2394
vice-president,副總統,0.2347
vice-president,拜登,0.2712
vice-principal,副校長,0.2385
vice-secretary,副秘書長,0.2000
viceroy,總督,0.2684
vices,酒色財氣,0.2264
vices,上梁不正下梁歪,0.2028
vicinity,附近,0.6141
vicinity,鄰近,0.2570
vicinity,鄰區,0.2280
vicious,惡,0.4597
vicious,邪惡,0.3623
vicious,惡性,0.2765
viciously,毒打,0.2477
viciously,暴打,0.2570
viciously,痛斥,0.2406
vick,光頭強,0.2000
vicky,趙薇,0.3030
victim,受害者,0.4304
victim,受害人,0.3039
victim,被害人,0.3039
victim's,墨,0.3152
victim's,墨刑,0.2183
victims,魚肉,0.2709
victims,黑籍冤魂,0.2150
victims,下發,0.3042
victor,勝利者,0.2459
victor,獲勝者,0.2306
victor,維克托,0.2301
victoria,維多利亞,0.2566
victoria,維多利亞州,0.2276
victoria,維多利亞港,0.2301
victoria's,維密,0.2000
victories,李舜臣,0.2262
victories,孤拔,0.2226
victorious,勝,0.3868
victorious,勝仗,0.2328
victorious,凱旋,0.2624
victors,勝者王侯敗者寇,0.2000
victory,勝利,0.4922
victory,勝,0.3868
victory,捷,0.2828
video,視頻,0.7425
video,影片,0.6022
video,剪輯,0.4527
video-sharing,土豆網,0.2529
video-sharing,嗶哩嗶哩,0.2000
videos,打口,0.2000
videos,抖音,0.4804
videos,彈幕,0.3661
videotape,錄像,0.3413
videotape,攝像,0.2791
videotape,錄像帶,0.2504
vie,競相,0.2507
vie,爭奪,0.3772
vie,爭,0.3526
vienna,維也納,0.2754
vienna,美泉宮,0.2000
viennese,薩赫蛋糕,0.2000
viet,越共,0.2288
vietnam,越南,0.4387
vietnam,老街,0.2492
vietnam,胡志明市,0.2327
vietnamese,盾,0.3104
vietnamese,越南語,0.2312
vietnamese,越文,0.2246
vietnamese-style,越式,0.2270
view,見,0.6400
view,看法,0.5608
view,觀看,0.5096
viewed,反觀,0.3714
viewed,視角,0.5675
viewed,經濟體,0.2895
viewers,彈幕,0.3661
viewers,偶像劇,0.2539
viewers,直播帶貨,0.2000
viewing,鏡花水月,0.2328
viewing,放映室,0.2327
viewing,取景框,0.2077
viewpoint,觀點,0.6819
viewpoint,視角,0.5675
viewpoint,主張,0.4573
views,觀念,0.5170
views,言論,0.5139
views,持有,0.5409
vigil,燭光,0.2535
vigil,守夜,0.2332
vigilance,警覺,0.2532
vigilance,戒心,0.2394
vigilance,警惕性,0.2318
vigilant,警惕,0.3257
vigilant,機警,0.2327
vigilant,戒慎,0.2258
vigilante,義警,0.2193
vigor,精神,0.6537
vigor,力度,0.4255
vigor,活力,0.3642
vigorous,強,0.6026
vigorous,積極,0.5469
vigorous,衝,0.4033
vigorously,大力,0.3659
vigorously,勃然,0.2336
vigorously,可勁,0.2132
vii,庚,0.2753
viii,辛,0.3066
vik,約維克,0.2119
viking,維京人,0.2279
viking,瓦良格人,0.2000
viktor,亞努科維奇,0.2209
vila,維拉港,0.2000
vile,惡劣,0.3608
vile,可惡,0.2879
vile,齷齪,0.2613
villa,別墅,0.3492
villa,山莊,0.2761
villa,墅,0.2462
village-certificated,村證房,0.2191
villager,村民,0.3792
villager,鄉親,0.2601
villager,鄉人,0.2338
villages,草臺班子,0.2258
villain,反派,0.4537
villain,壞人,0.3724
villain,棍,0.2776
villains,沆瀣一氣,0.2273
villains,狼狽為奸,0.2000
villains,三國演義,0.3081
villainy,惡叉白賴,0.2075
vincent,梵高,0.2982
vincent,方文山,0.2591
vincent,凡高,0.2324
vinci,達文西,0.2306
vindictive,睚眥必報,0.2288
vine,藤,0.2855
vine,秧,0.2421
vine,藤蔓,0.2349
vinegar,釀造,0.3140
vinegar,醋,0.2932
vinegar,熗,0.2361
vines,葛藤,0.2275
vineyard,葡萄園,0.2342
vineyard,園長,0.2411
vino,酒後吐真言,0.2284
vinyl,乙烯,0.2614
vinyl,乙烯基,0.2328
vinyl,黑膠,0.2294
viola,提琴,0.2423
viola,中提琴,0.2294
viola,荁,0.2182
violate,侵權,0.4150
violate,違反,0.3948
violate,犯,0.3443
violating,違天害理,0.2096
violating,違天逆理,0.2060
violation,罰單,0.2459
violation,行政拘留,0.2338
violation,明知故犯,0.2298
violence,暴力,0.4816
violence,露骨,0.2420
violence,家暴,0.2770
violent,強,0.6026
violent,暴力,0.4816
violent,鐵,0.4306
violently,猛力,0.2311
violently,橫加,0.2303
violently,強烈反對,0.2340
violet,紫,0.3694
violet,紫色,0.3297
violet,紫羅蘭,0.2464
violin,小提琴,0.3521
violin,梵啞鈴,0.2145
violin,梵婀玲,0.2000
violinist,小提琴手,0.2283
violinist,冼星海,0.2301
violinist,陳美,0.2299
vip,貴賓,0.2669
vip,大亨,0.2539
vip,要員,0.2324
viper,毒蛇,0.2517
viper,蝰蛇,0.2327
viper,蝮蛇,0.2312
viral,病毒性,0.2438
viral,病毒感染,0.2476
viral,病毒性肝炎,0.2342
virgil,維吉爾,0.2270
virgil's,埃涅阿斯紀,0.2193
virgil's,伊尼特,0.2153
virgil's,埃涅阿斯,0.2242
virgin,處女,0.3236
virgin,處男,0.2662
virgin,完璧,0.2500
virginia,弗吉尼亞,0.2400
virginia,維吉尼亞,0.2284
virginia,佛吉尼亞,0.2220
virginity,貞操,0.2449
virginity,貞節,0.2315
virginity,童貞,0.2314
virgo,處女座,0.2598
virgo,室女,0.2290
virgo,室女座,0.2262
virility,雄風,0.2459
virility,西地那非,0.2023
virtual,虛擬,0.4065
virtual,虛,0.3326
virtual,無形,0.3142
virtually,實質上,0.3191
virtually,無形中,0.2665
virtually,大同小異,0.2920
virtue,道德,0.5008
virtue,德,0.4674
virtue,美德,0.2687
virtues,五常,0.2369
virtues,四德,0.2307
virtues,仁義道德,0.2294
virtuoso,玉人吹簫,0.2193
virtuous,令,0.4780
virtuous,良性,0.2969
virtuous,懿,0.2509
virulent,厲害,0.5517
virulent,烈性,0.2338
virus,病毒,0.5424
virus,新冠,0.3786
virus,新冠病毒,0.2952
viruses,防毒,0.2464
viruses,手足口病,0.2389
viruses,病毒學,0.2312
vis,於,0.7282
vis-a-vis,相對,0.7185
visa,簽,0.4104
visa,簽證,0.3659
visa,維薩,0.2346
visa-exempt,免簽,0.2262
visage,怪相,0.2292
visceral,鰓弓,0.2203
visceral,葷笑話,0.2250
viscount,子,0.6044
viscount,子爵,0.2338
viscount,爵位,0.2538
viscous,糊糊,0.2459
viscous,粘稠,0.2439
viscous,黏滑,0.2000
vise,鉗子,0.2403
vise,虎鉗,0.2299
vise,老虎鉗,0.2259
vishnu,毗濕奴,0.2000
visibility,能見度,0.2433
visible,可見,0.5690
visible,有形,0.2631
visible,顯性,0.2417
vision,視覺,0.4465
vision,目光,0.4422
vision,眼光,0.4393
vision-granting,插眼,0.2165
visionary,夢想家,0.2336
visionary,先見者,0.2165
visionary,豪言壯語,0.2329
visit,看,0.7765
visit,走,0.6983
visit,行,0.6797
visitation,探視權,0.2255
visitation,禁見,0.2238
visited,舊遊,0.2269
visited,重歷舊遊,0.2000
visiting,客隊,0.2474
visiting,客座教授,0.2339
visiting,國賓,0.2329
visitor,客人,0.4598
visitor,客,0.3978
visitor,來訪者,0.3439
visitor's,留言簿,0.2351
visitors,賓客,0.2550
visitors,觀眾,0.2000
visitors,接待,0.3457
visits,人次,0.2606
visits,互訪,0.2400
visits,三顧茅廬,0.2302
visor,面罩,0.2430
visor,臉罩,0.2206
visor,大蓋帽,0.2269
vista,前景,0.4887
vista,勝,0.3868
vista,偉觀,0.2194
visual,視覺,0.4465
visual,視角,0.5675
visual,視力,0.3694
visualization,形象,0.6378
visualization,可視化,0.4105
visualize,腦補,0.3503
visualize,顯像,0.2357
visualize,觀想,0.2055
visually,養眼,0.2538
visually,目視,0.2335
visually,盲胞,0.2152
visually-impaired,盲友,0.2000
vita,學海無涯,0.2328
vita,道山學海,0.2107
vita,文江學海,0.2105
vital,至關重要,0.3290
vital,緊要,0.2491
vital,有活力,0.2359
vitality,精神,0.6537
vitality,生意,0.5232
vitality,生氣,0.4491
vitally,性命攸關,0.2269
vitals,病入膏肓,0.2319
vitamin,維生素,0.4696
vitamin,維,0.3481
vitamin,維他命,0.2519
vitro,體外,0.2672
vitro,體外受精,0.2288
vitro,試管受孕,0.2155
vivacious,活潑,0.3012
vivacious,花旦,0.2449
vivacious,蹦蹦跳跳,0.2403
vivaldi,韋瓦第,0.2228
vivian,維維安,0.2032
vivian,薇薇安,0.2000
vivid,形象,0.6378
vivid,鮮活,0.2970
vivid,動感,0.2935
vividly,呼之欲出,0.2437
vividly,活色生香,0.2214
vividly,傳真,0.3553
vivien,維維安,0.2032
vivien,薇薇安,0.2000
vivienne,維維安,0.2032
vivienne,薇薇安,0.2000
vixen,狐狸精,0.2482
vixen,潑婦,0.2450
vixen,母老虎,0.2333
vlad,德古拉,0.2303
vladimir,弗拉基米爾,0.2304
vladimir,普京,0.2754
vladimir,列寧,0.2613
vladivostok,符拉迪沃斯托克,0.2000
vladivostok,海參崴,0.2320
vladivostok,濱海邊疆區,0.2249
vocabulary,詞彙,0.5834
vocabulary,語彙,0.2319
vocabulary,生詞本,0.2336
vocal,演唱會,0.4826
vocal,演唱,0.4359
vocal,聲帶,0.3463
vocalist,吳尊,0.2366
vocals,主唱,0.3428
vocation,職業,0.6791
vocation,天職,0.2391
vocational,中專,0.2759
vocational,職業教育,0.2701
vocational,高職,0.2587
vod,視頻點播,0.2360
vodka,伏特加,0.2678
vodka-based,神風特攻隊,0.2230
vogue,熱門,0.4996
vogue,興起,0.4021
vogue,盛行,0.3195
voice,聲音,0.7026
voice,語音,0.4827
voice,聲,0.4690
voice-based,電愛,0.2000
voice-over,旁白,0.2798
voice-over,畫外音,0.2312
voiced,濁音,0.2286
voiced,濁塞音,0.2000
voiced,濁輔音,0.2000
voicemail,語音信箱,0.2299
voices,交口稱譽,0.2184
voices,人聲鼎沸,0.2326
voices,婉妙,0.2177
void,虛,0.3326
void,虛空,0.2875
void,空曠,0.2592
volatile,揮發,0.2646
volatile,大起大落,0.2473
volatile,揮發性,0.2347
volcanic,火成,0.2293
volcanic,活動,0.7051
volcanic,長白山,0.2517
volcano,火山,0.3018
volcano,埃特納火山,0.2216
volcano,坦博拉,0.2169
volcanoes,國家火山公園,0.2113
volcanoes,噴火,0.2413
volcanoes,夏威夷火山國家公園,0.2000
voldemort,伏地魔,0.2323
vole,田鼠,0.2325
volga,伏爾加河,0.2286
volga,伏爾加格勒,0.2241
volkswagen,福斯,0.2314
volkswagen,大眾,0.2000
volkswagen,大眾汽車,0.2000
volley,齊射,0.2310
volley,排槍,0.2026
volleyball,排球,0.2830
volleyball,上網,0.5760
volleyball,連擊,0.2457
volt,伏,0.2827
volt,伏特,0.2320
volt,點煙器,0.2000
volt-ampere,伏安,0.2324
voltage,電壓,0.3700
