# English → Traditional-Chinese assist derived from pinned CC-CEDICT,
# FrequencyWords English vocabulary, and rime-essay ranking data.
# Curated Hong Kong rows are a separately pinned higher-priority input.
# CC-CEDICT source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# CC-CEDICT source date: 2026-07-12T16:23:25Z
# CC-CEDICT SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# Per-key candidate cap: 3; key length<=32.
english,chinese,freq
voltage,電位,0.2468
voltage,電筆,0.2284
voltaire,伏爾泰,0.2308
volte-face,一改故轍,0.2115
volume,體積,0.4696
volume,容量,0.4644
volume,音量,0.3540
volumes,經卷,0.2313
volumes,走量,0.2371
volumes,上下五千年,0.2328
voluntarily,自動,0.5930
voluntarily,棄權,0.2460
voluntary,隨意,0.5305
voluntary,自行,0.4393
voluntary,自願,0.3295
volunteer,義務,0.4277
volunteer,志願者,0.3551
volunteer,志願,0.3026
voluptuous,肉感,0.2300
voluptuous,肉彈,0.2278
volvo,沃爾沃,0.2863
vomit,吐,0.3592
vomit,嘔吐,0.3243
vomit,嘔,0.2565
vomiting,反胃,0.2432
vomiting,哇,0.5742
vomiting,喀,0.2513
von,紫背葦鳽,0.2000
von,俾斯麥,0.3147
von,歌德,0.2568
voodoo,伏都教,0.2192
voodoo,巫毒,0.2000
voodoo,巫毒教,0.2022
voracious,貪吃,0.2000
voracious,貪,0.2912
vortex,漩渦,0.2737
vortex,旋渦,0.2448
vortex,渦旋,0.2317
vote,投票,0.3909
vote,表決,0.2795
vote,選票,0.2577
vote-getting,得票,0.2428
voter,選民,0.2707
voter,投票者,0.2326
voter,選舉人,0.2293
voters,拉票,0.2508
voters,票倉,0.2000
voters,鐵票區,0.2000
votes,張,0.6435
votes,買票,0.3019
votes,開票,0.2747
voting,參政權,0.2229
voting,投票機器,0.2165
voting,投票地點,0.2162
votre,鬥牛士之歌,0.2227
vouch,擔保,0.3855
vouch,拍胸脯,0.2296
vouch,打包票,0.2285
voucher,票據,0.3558
voucher,憑證,0.3240
voucher,券,0.2922
vouchers,薅羊毛,0.2062
vous,鬥牛士之歌,0.2227
vow,願,0.3729
vow,發誓,0.2872
vow,誓言,0.2708
vowel,元音,0.3090
vowel,主音,0.2359
vowel,母音,0.2260
vows,定情,0.2350
vows,末願,0.2089
vows,情定,0.2000
voyage,航海,0.2815
voyage,征程,0.2526
voyage,遠航,0.2443
voyages,班期,0.2300
voyages,下西洋,0.2332
voyeur,偷窺狂,0.2281
voyeur,偷窺,0.2689
vu,似曾相識,0.2497
vu,既視感,0.2193
vuitton,路易威登,0.2331
vuk,卡拉季奇,0.2273
vulgar,黃色,0.4347
vulgar,油膩,0.3457
vulgar,俗,0.3058
vulgarity,惡俗,0.2455
vulgarity,醜話,0.2259
vulgarity,脫俗,0.2473
vulnerability,軟肋,0.2497
vulnerability,易損性,0.2000
vulnerability,零日,0.2000
vulnerable,弱勢,0.3241
vulnerable,有局,0.2252
vulnerable,死穴,0.2343
vulture,鷲,0.2373
vulture,禿鷹,0.2319
vulture,禿鷲,0.2311
vulva,小妹妹,0.2659
vulva,外陰,0.2498
vulva,玉門,0.2352
vying,爭妍鬥艷,0.2000
vying,競艷,0.2000
vying,群雄,0.2000
wa,阿佤,0.2260
wa,佧佤族,0.2113
wa,佤,0.2338
waa,夏娃,0.2442
wacky,搞怪,0.2509
waco,韋科,0.2191
wad,團,0.4648
wad,卷,0.3339
wada,和田,0.2465
waddle,跩,0.2301
wade,馮,0.3506
wade,趟,0.3137
wade,韋德,0.3076
wade-giles,威翟,0.2000
wade-giles,威妥瑪拼音,0.2162
wade-giles,威妥瑪拼法,0.2113
wading,涉水鳥,0.2132
wading,涉水靴,0.2060
wading,游戲池,0.2000
wafer,晶圓,0.2331
wafer,威化,0.2046
wafer,威化餅乾,0.2019
waffle,鬆餅,0.2300
waffle,華夫,0.2035
waffle,窩夫,0.2000
wag,掉,0.6096
wag,耍貧嘴,0.2253
wag,鼓舌,0.2242
wage,薪水,0.4001
wage,薪金,0.2528
wage,薪給,0.2204
wager,打賭,0.2522
wager,押注,0.2313
wager,賭約,0.2068
wages,工資,0.6749
wages,工錢,0.2485
wages,餉銀,0.2264
wagging,議論紛紛,0.2412
wagging,搖尾乞憐,0.2270
wagging,人言籍籍,0.2113
wagon,車皮,0.2301
wagon,勒勒車,0.2000
wagon,車轅,0.2264
wagons,節,0.4280
wagons,甩車,0.2191
wagons,征駕,0.2073
wah,東華三院,0.2226
wai,外面,0.5286
wai,開掛,0.3244
wai,上外,0.2925
wai-man,葉偉民,0.2215
waikiki,威基基,0.2000
wail,號,0.7261
wail,哭喊,0.2423
wail,哀嚎,0.2407
wailing,凄梗,0.2000
wailing,啾,0.2346
wailing,唉聲嘆氣,0.2327
waist,腰部,0.3592
waist,腰間,0.2533
waist,腰身,0.2342
waist-drum,腰鼓,0.2328
waist-to-hip,腰臀比,0.2064
waistband,褲腰,0.2332
waistband,褲腰帶,0.2312
waistband,裙帶,0.2313
waistcoat,背心,0.2667
waistcoat,裲,0.2215
waistcoat,坎肩,0.2302
waistline,腰身,0.2342
waistline,纖腰,0.2325
wait,等待,0.5602
wait,待,0.4623
wait,須,0.4332
waited,尾生,0.2272
waiter,服務員,0.3736
waiter,小二,0.2522
waiter,侍者,0.2417
waiting,以期,0.2562
waiting,眼巴巴,0.2401
waiting,守株待兔,0.2334
waitress,服務員,0.3736
waitress,小妹,0.2964
waitress,侍應生,0.2014
waive,棄權,0.2460
waive,免簽,0.2262
waive,免單,0.2230
wake,航跡,0.2295
wake,醒,0.3810
wake,喚醒,0.3231
wake-up,叫醒服務,0.2316
wake-up,叫早,0.2009
waken,醒來,0.3903
waken,喚起,0.2601
waking,啟蟄,0.2000
waking,靴子落地,0.2000
waking,伸懶腰,0.2306
waldo,愛默生,0.2310
wales,威爾士,0.2429
wales,悉尼,0.2692
wales,雪梨,0.2414
waley's,豬八戒,0.2554
walk,走,0.6983
walk,行,0.6797
walk,走路,0.4385
walk-in,上門客,0.2000
walk-off,再見全壘打,0.2000
walk-on,龍套,0.2353
walk-up,步登公寓,0.2000
walker,行者,0.2572
walker,學步車,0.2184
walkie-talkie,對講機,0.2540
walkie-talkie,步話機,0.2258
walkie-talkie,報話機,0.2229
walking,踥蹀,0.2112
walking,杖,0.2697
walking,枴,0.2443
walkman,隨身聽,0.2487
walkman,袖珍音響,0.2060
walks,各行各業,0.3257
walks,各界,0.2791
walks,各界人士,0.2514
walkway,天橋,0.2642
walkway,高架,0.2523
walkway,棧道,0.2359
wall,牆壁,0.3165
wall,堵,0.3014
wall,壁,0.2926
wall-eyed,斜眼,0.2324
wall-running,輕功,0.2443
walled,九龍城寨,0.2053
walled-in,甬道,0.2335
wallet,錢包,0.3701
wallet,夾子,0.2494
wallet,皮夾,0.2411
wallis,瓦里斯,0.2193
wallis,瓦利斯和富圖納,0.2000
wallow,沉溺,0.2518
wallow,沉湎,0.2329
wallow,同流合污,0.2315
wallowing,色荒,0.2154
wallpaper,壁紙,0.3752
wallpaper,牆紙,0.2523
wallpaper,糊牆紙,0.2000
walls,閉合,0.3204
walls,漆,0.2924
walls,隔牆有耳,0.2280
walmart,沃爾瑪,0.2822
walnut,核桃,0.2747
walnut,胡桃,0.2359
walnut,核桃仁,0.2335
walrus,海象,0.2300
walt,華特,0.2319
walt,迪士尼,0.3921
walt,惠特曼,0.2199
walter,瓦爾特,0.2302
walter,蒙代爾,0.2300
walter,司各特,0.2262
waltz,華爾茲,0.2355
waltz,圓舞曲,0.2344
waltz,華爾滋,0.2261
wan,蒼白,0.2913
wan,廣域網,0.2412
wan,懨懨,0.2288
wan'an,萬安縣,0.2323
wand,法寶,0.2783
wand,魔杖,0.2465
wand,魔棒,0.2305
wander,偏離,0.3191
wander,流浪,0.3099
wander,輾轉,0.2801
wanderer,流浪漢,0.2562
wanderer,流浪者,0.2411
wanderer,行旅,0.2303
wandering,孤魂野鬼,0.2310
wandering,漂鷸,0.2000
wandering,漂浮,0.2780
wane,沒落,0.3395
wane,衰,0.2976
wane,消退,0.2663
wang,王安石,0.3417
wang,張三,0.3270
wang,王力宏,0.3039
waning,闌珊,0.2367
waning,殘月,0.2351
waning,月虧,0.2245
wannabe,假洋鬼子,0.2039
want,要,0.7852
want,需要,0.7794
want,想,0.7606
wanted,通緝令,0.2410
wanted,通緝犯,0.2341
wanted,對了,0.5366
wanting,窮匱,0.2160
wanton,隨便,0.6445
wanton,淫,0.2946
wanton,放肆,0.2591
wantonly,肆意,0.2985
wantonly,大肆,0.2894
wantonly,縱意,0.2296
wants,欲求,0.2435
wants,如意,0.2874
wants,暢所欲言,0.2445
war,戰爭,0.6179
war,大戰,0.4437
war,戰,0.3973
war-era,第二世界,0.2291
war-gaming,兵棋推演,0.2015
war-gaming,兵推,0.2000
war-ridden,兵連禍結,0.2203
war-torn,兵荒馬亂,0.2310
war-torn,兵連禍結,0.2203
warble,囀,0.2331
warbler,鶯歌燕舞,0.2292
warbler,中華短翅鶯,0.2000
warbler,亞洲漠地林鶯,0.2000
warblers,鶯,0.2501
warbling,鳥鳴,0.2348
warbling,日本繡眼鳥,0.2000
warcraft,魔獸世界,0.3486
ward,病房,0.3213
ward,病室,0.2294
ward,抵擋,0.2674
ward's,紅腹咬鵑,0.2000
warden,典獄長,0.2276
warden,交通協管員,0.2294
warden,里長伯,0.2115
wardrobe,衣櫃,0.3569
wardrobe,櫃,0.2942
wardrobe,衣櫥,0.2491
wards,驅病,0.2219
wards,貔貅,0.2415
wards,辟邪,0.2406
ware,銅器,0.2331
warehouse,庫,0.4381
warehouse,倉庫,0.3832
warehouse,庫房,0.2601
warehouse-like,大賣場,0.2497
warehouses,清倉查庫,0.2296
wares,吆喝,0.2551
wares,叫賣,0.2500
wares,吆,0.2385
warfare,戎馬,0.2313
warfare,訣,0.2592
warfare,混戰,0.2525
warhead,彈頭,0.2529
warhead,戰鬥部,0.2000
warhead,核彈頭,0.2325
warlike,兵,0.4117
warlike,尚武,0.2328
warlike,好戰,0.2325
warlock,男巫,0.2280
warlock,妖術師,0.2000
warlord,軍閥,0.2840
warlord,劉表,0.2331
warlord,劉備,0.5199
warlords,群雄,0.2000
warlords,北伐,0.3336
warlords,北洋軍閥,0.2305
warm,溫暖,0.4921
warm,溫,0.3667
warm,熱烈,0.3359
warm-blooded,熱血,0.3869
warm-up,熱身賽,0.2506
warmer,懷爐,0.2000
warmer,暖寶寶,0.2000
warmer,暖暖包,0.2000
warmers,襪套,0.2288
warming,暖化,0.2304
warming,煦暖,0.2247
warming,全球變暖,0.2992
warmly,受歡迎,0.2954
warmly,誠邀,0.2510
warms,賞心悅目,0.2528
warmth,哦,0.6112
warmth,溫情,0.2877
warmth,親和力,0.2550
warn,警告,0.3951
warn,警惕,0.3257
warn,警,0.2797
warned,喝茶,0.3228
warner,華納兄弟,0.2312
warner,華納音樂集團,0.2183
warner,時代華納,0.2314
warning,預警,0.3517
warning,警示,0.2747
warning,警報,0.2612
warnings,天災地孽,0.2025
warp,經,0.5526
warp,扭曲,0.3972
warp,彎曲,0.3710
warrant,令,0.4780
warrant,權證,0.3370
warrant,委託書,0.2491
warranty,保修,0.3126
warranty,包換,0.2442
warranty,保固,0.2293
warren,沃倫,0.2325
warren,克里斯托弗,0.2315
warring,戰國,0.3552
warring,戰國時代,0.2382
warring,扁鵲,0.2325
warrior,勇士,0.4775
warrior,戰士,0.4713
warrior,武士,0.3762
warriors,秦軍,0.3164
warriors,兵馬俑,0.2493
warriors,楊家將,0.2407
wars,玫瑰戰爭,0.2253
wars,近代,0.3848
wars,星球大戰,0.2778
warsaw,華沙,0.2343
warsaw,華約,0.2052
warship,戰艦,0.3034
warship,艦,0.2734
warship,軍艦,0.2656
wart,疣,0.2432
wart,肉瘤,0.2345
wart,疙,0.2320
wart-shaped,疣狀,0.2279
warthog,疣豬,0.2000
wartime,戰時,0.2513
wartime,波斯尼亞和黑塞哥維那共和國,0.2000
wartime,抗日,0.2863
warwick,華威,0.2373
warwick,華威大學,0.2264
wary,戒懼,0.2245
was,到此一遊,0.2324
was,補檔,0.2029
was,更,0.6994
wasabi,芥末,0.2437
wasabi,山葵,0.2277
wasabi,青芥辣,0.2199
wash,洗,0.4979
wash,清洗,0.4663
wash,沖洗,0.3045
wash-resistant,耐洗,0.2276
washed,無精打采,0.2406
washed,精疲力盡,0.2333
washed,精疲力竭,0.2329
washer,洗衣機,0.3642
washer,墊圈,0.2342
washer,洗滌機,0.2247
washes,渲染,0.4680
washes,染,0.3028
washing,洗滌,0.2735
washing,洗衣機,0.3642
washing,洗衣粉,0.2514
washington,華盛頓,0.2839
washington,華府,0.2441
washington,國會山,0.2291
washroom,洗手間,0.2721
washroom,盥洗室,0.2287
washroom,洗滌間,0.2152
wasn't,大器晚成,0.2307
wasp,蜂,0.2624
wasp,黃蜂,0.2465
wasp,胡蜂,0.2262
wasps,螟蛉,0.2251
waste,浪費,0.5203
waste,耗費,0.3589
waste,損耗,0.3394
wasted,荒廢,0.2549
wasted,冤枉錢,0.2379
wasted,賺回來,0.2312
wasteful,費,0.5146
wasteful,侈,0.2319
wasteful,大手大腳,0.2318
wasteland,荒原,0.2431
wasteland,荒地,0.2421
wasteland,廢土,0.2324
wastes,荒寒,0.2246
wasting,惡病質,0.2253
wasting,剖腹藏珠,0.2168
wasting,崩壞作用,0.2069
wastrel,浪子,0.2695
wastrel,敗家子,0.2325
wat,吳哥窟,0.2324
watanabe,渡邊,0.2728
watch,看,0.7765
watch,更,0.6994
watch,觀察,0.6268
watchdog,監察人,0.2224
watchdog,監察院,0.2289
watched,動見觀瞻,0.2166
watched,被旅遊,0.2000
watcher,中國通,0.2287
watches,打更,0.2285
watches,更樓,0.2282
watches,更漏,0.2260
watching,看懂,0.3815
watching,看熱鬧,0.2554
watching,虎視眈眈,0.2417
watchmaker,歐米茄錶公司,0.2000
watchman,看門人,0.2297
watchman,看守者,0.2251
watchman,更夫,0.2273
watchman's,梆子,0.2339
watchman's,梆,0.2338
watchman's,柝,0.2286
watchtower,墩,0.2603
watchtower,瞭望塔,0.2281
watchtower,望樓,0.2274
water,水,0.6442
water,四大,0.5071
water,澆水,0.3062
water's,濱,0.2741
water's,駁岸,0.2272
water-activated,自熱,0.2000
water-based,水性,0.2498
water-based,水基,0.2000
water-beetle,蚨,0.2328
water-boarding,水刑,0.2246
water-boarding,水刑逼供,0.2131
water-cool,水冷,0.2468
water-driven,水力鼓風,0.2162
water-driven,漏水轉渾天儀,0.2144
water-filled,水馬,0.2000
water-hen,鷭,0.2153
water-induction,引水工程,0.2291
water-lily,蓮花,0.2882
water-lily,蕸,0.2201
water-plantain,蕍,0.2169
water-plantain,蕮,0.2117
water-ski,滑水,0.2308
water-storage,儲水箱,0.2255
waterbed,水床,0.2000
watered,摻水,0.2293
watered,三江平原,0.2286
waterfall,瀑布,0.3057
waterfall,瀑,0.2480
waterfall,瀧,0.2375
waterfalls,跌水,0.2266
waterfalls,黃果樹瀑布,0.2039
waterfront,外灘,0.2600
waterfront,臨海,0.2482
watergate,水門事件,0.2274
watering,水壺,0.2526
watering,噴水壺,0.2226
watering,噴桶,0.2149
waterloo,滑鐵盧,0.2347
waterloo,滑鐵盧火車站,0.2137
watermark,水印,0.3070
watermelon,西瓜,0.3485
watermelon,瓜子,0.2584
watermelon,粒,0.2994
waterproof,防水,0.3968
waterproof,耐水,0.2340
waterproof,耐水性,0.2303
waters,水域,0.2627
waters,海域,0.2877
waters,秋水,0.2621
watershed,分水嶺,0.2614
watershed,分水線,0.2209
watershed,巴顏喀拉,0.2268
watertight,滴水不漏,0.2320
watertight,不透水,0.2269
watertight,點水不漏,0.2132
waterway,航道,0.2548
waterway,水路,0.2495
waterway,河渠,0.2281
waterways,水鄉,0.2528
waterways,海河,0.2478
waterways,江南水鄉,0.2093
watery,稀,0.2778
watery,含水,0.2359
watery,水汪汪,0.2328
watson,沃特森,0.2312
watt,瓦特,0.2324
watt,支光,0.2208
watts,功率,0.3956
watts,電功率,0.2296
wave,波,0.4307
wave,浪,0.3350
wave,浪潮,0.3309
wave-particle,波粒二象性,0.2240
wave-shaped,波狀,0.2294
wavelength,波長,0.3156
wavelength,分波多工,0.2099
wavelength,話不投機,0.2301
waver,動搖,0.3127
waver,渝,0.2803
waver,搖擺,0.2735
wavering,惺忪,0.2336
wavering,搖擺不定,0.2329
waves,此起彼伏,0.2491
waves,翻騰,0.2449
waves,涵淡,0.2153
waving,擺手,0.2457
waving,指手畫腳,0.2397
wavy,丈八蛇矛,0.2038
wavy,蛇矛,0.2000
wax,蠟,0.2616
wax,冬瓜,0.2628
wax,打蠟,0.2378
waxing,盈虧,0.2932
waxing,眉月,0.2229
waxing,盈凸月,0.2086
way,方式,0.7555
way,方法,0.7208
way,手段,0.6423
wayne,王穎,0.2316
ways,路徑,0.5100
ways,人事,0.3570
ways,世道,0.2669
wayside,路邊,0.3680
wayside,沿途,0.2807
wc,衛生間,0.3890
wc,坐便器,0.2339
we,我們,0.7877
we,咱,0.4323
we,我方,0.3161
we'll,來日方長,0.2300
we'll,後會有期,0.2286
we're,面目一新,0.2241
weak,菜,0.4753
weak,熊,0.3900
weak,弱,0.3736
weak-minded,弱智,0.2805
weaken,殺,0.6200
weaken,削弱,0.3598
weaken,弱化,0.3304
weakened,衰微,0.2304
weakened,國弱民窮,0.2164
weakened,東亞病夫,0.2072
weakening,再衰三竭,0.2163
weakening,不衰,0.2444
weakening,漸弱,0.2285
weaker,弱化,0.3304
weaker,高下,0.2545
weakest,雷公打豆腐,0.2128
weakest,笑點低,0.2029
weakling,孱頭,0.2202
weakling,囊膪,0.2110
weakling,軟腳蝦,0.2000
weakly,有氣無力,0.2339
weakly,多愁多病,0.2217
weakness,疲態,0.2151
weakness,示弱,0.2438
weakness,致命傷,0.2336
weaknesses,揚長避短,0.2406
wealth,財富,0.5653
wealth,財,0.3292
wealth,錢財,0.2688
wealthiest,鄧通,0.2000
wealthy,有錢,0.5521
wealthy,富有,0.4016
wealthy,富,0.3824
wean,斷奶,0.2487
wean,斷乳,0.2280
weaned,斷乳,0.2280
weaned,離乳,0.2000
weapon,武器,0.6012
weapon,家伙,0.3798
weapon,器械,0.3621
weapon-free,無核區,0.2189
weaponry,兵器,0.3271
weaponry,仗,0.2677
weaponry,護盾,0.2384
weapons,鐵,0.4306
weapons,兵,0.4117
weapons,兵器,0.3271
weapons-grade,武器級,0.2214
wear,帶,0.6786
wear,穿,0.5610
wear,著,0.3749
wearable,小蜜蜂,0.2430
wearable,華米科技,0.2000
weariness,疲勞,0.3645
weariness,疲態,0.2151
wearing,磨耗,0.2308
wearing,上頭,0.3227
wearing,試穿,0.2428
wears,四眼田雞,0.2239
wears,牝雞司晨,0.2208
weary,累,0.5511
weary,疲勞,0.3645
weary,倦,0.2541
weasel,鼬,0.2389
weasel,鼬鼠,0.2258
weasel,鼪,0.2180
weasels,鼬屬,0.2137
weather,氣,0.5055
weather,天氣,0.4800
weather,風雲,0.3090
weather-beaten,飽經風霜,0.2303
weather-resistant,耐候,0.2000
weathered,滄桑感,0.2079
weave,組織,0.6752
weave,編製,0.3910
weave,編,0.3644
weaver,鴂,0.2221
weaver,蠨蛸,0.2135
weaver,蟢子,0.2119
weaving,織女,0.2462
weaving,縱橫,0.2980
weaving,紡織,0.2890
web,網,0.6139
web,頁面,0.5802
web,網頁,0.4900
web-based,惡搞,0.2903
web-based,惡搞文化,0.2219
webb,韋伯,0.2539
webber,韋伯,0.2539
webber,歌劇院魅影,0.2199
webcam,攝像頭,0.4230
weber,韋伯,0.2539
website,網站,0.7084
website,站,0.5562
website,站臺,0.2864
websites,防火長城,0.2189
websites,點閱率,0.2000
wechat's,分付,0.2284
wed,明媒正娶,0.2266
wedding,婚禮,0.3549
wedding,婚,0.3092
wedding,婚事,0.2507
weddings,紅白喜事,0.2290
wedge,楔,0.2380
wedge,楔子,0.2369
wedge,枘,0.2274
wedge-billed,楔嘴鷯鶥,0.2000
wedge-shape,楔形,0.2329
wedge-tailed,曳尾鸌,0.2000
wedge-tailed,楔尾綠鳩,0.2000
wedged,夾,0.3461
wedged,卡,0.6562
wedged,肉夾饃,0.2321
wedlock,非婚生,0.2271
wedlock,珠胎暗結,0.2245
wednesday,週三,0.3094
wednesday,星期三,0.2641
wednesday,禮拜三,0.2276
wee,撒尿,0.2452
wee,黃金輝,0.2191
wee,凌晨,0.4334
weed,蒿,0.2440
weed,鋤,0.2433
weed,耘,0.2382
weeding,銚,0.2267
weeding,耕耘,0.2540
weeds,雜草,0.2544
weeds,野草,0.2470
weeds,荒草,0.2333
week,星期,0.5134
week,週,0.4542
week,禮拜,0.3637
weekday,週日,0.3579
weekday,工作日,0.3307
weekday,平常日,0.2204
weekend,週末,0.5281
weekend,半糖夫妻,0.2191
weekend,雙休,0.2641
weekly,週,0.4542
weekly,週刊,0.2843
weekly,週報,0.2888
weeks,間隔,0.3794
weeks,數週,0.2332
weeks,產褥期,0.2300
weep,哭,0.4992
weep,哭泣,0.3217
weep,落淚,0.2646
weeping,痛哭流涕,0.2391
weeping,垂柳,0.2346
weeping,垂楊柳,0.2308
weeps,貓哭老鼠,0.2246
weeps,貓哭耗子,0.2242
weevil,象鼻蟲,0.2231
weevil,象甲,0.2020
weevil,象蟲,0.2000
wegener,魏格納,0.2231
wegener,韋格納,0.2217
wei,魏晉南北朝,0.2332
wei,人,0.7770
wei,朋友,0.7408
wei-kuo,蔣緯國,0.2265
weigh,稱,0.5577
weigh,權,0.4390
weigh,衡量,0.4380
weighed,愁腸百結,0.2267
weighing,字斟句酌,0.2275
weighing,磅,0.2681
weighing,掛念,0.2505
weight,重量,0.5365
weight,權重,0.4096
weight,分量,0.3629
weight-bearing,桁架,0.2340
weight-carrying,載重能力,0.2224
weight-lifting,舉重,0.2617
weighted,加權,0.2790
weighted,加權平均,0.2337
weightlessness,失重,0.2493
weights,舊制,0.2292
weights,舉重,0.2617
weights,整齊劃一,0.2326
weighty,禮輕情意重,0.2246
weighty,千里送鵝毛,0.2231
weighty,禮輕人意重,0.2170
weimar,魏瑪,0.2301
weimar,威瑪,0.2287
weimar,威瑪共和國,0.2116
weir,堰,0.2516
weir,節流,0.2355
weir,箔籬,0.2000
weird,奇,0.3648
weird,詭異,0.3363
weird,另類,0.3026
weirdo,奇葩,0.4518
weirdo,怪咖,0.2000
welcome,歡迎,0.6541
welcome,迎來,0.3707
welcome,迎接,0.3303
welcoming,接風,0.2327
weld,焊接,0.2860
weld,焊,0.2728
weld,燒焊,0.2263
welder,焊工,0.2386
welding,焊接,0.2860
welding,焊工,0.2386
welding,融合,0.5205
welfare,福利,0.5246
welfare,低保,0.2697
welfare,福祉,0.2506
well,好好,0.6245
well,良好,0.5089
well,到位,0.4668
well-aged,陳酒,0.2271
well-balanced,知書達理,0.2306
well-behaved,乖,0.5949
well-behaved,規矩,0.3890
well-behaved,乖乖,0.3584
well-being,福祉,0.2506
well-being,哿,0.2298
well-being,禔,0.2247
well-bred,彬,0.2873
well-bred,閨秀,0.2343
well-built,健碩,0.2318
well-built,高頭大馬,0.2288
well-connected,招搖撞騙,0.2300
well-connected,手眼通天,0.2252
well-cooked,熟透,0.2398
well-cooked,爛,0.4210
well-cultivated,平疇,0.2258
well-defined,明晰,0.2662
well-defined,愛憎分明,0.2301
well-developed,完善,0.5464
well-developed,發達,0.3987
well-disposed,善,0.3550
well-distributed,均勻,0.4362
well-distributed,勻,0.2571
well-doer,善人,0.2341
well-educated,琴棋書畫,0.2336
well-favored,俊秀,0.2440
well-fed,膘肥體壯,0.2026
well-fed,膘肥,0.2000
well-fed,飽漢不知餓漢飢,0.2229
well-field,井田,0.2307
well-field,井田制,0.2249
well-fitting,合身,0.2416
well-fitting,可體,0.2241
well-groomed,衣冠楚楚,0.2304
well-groomed,愛美,0.2603
well-heeled,稱錢,0.2234
well-informed,消息靈通人士,0.2282
well-informed,活字典,0.2245
well-informed,博物多聞,0.2079
well-intentioned,心眼好,0.2242
well-ironed,筆挺,0.2329
well-known,知名,0.4745
well-known,著名,0.4695
well-known,聞,0.3515
well-liked,受歡迎,0.2954
well-lit,亮堂堂,0.2284
well-lit,開朗,0.2840
well-mannered,知禮,0.2282
well-matched,仵,0.2314
well-matched,不分軒輊,0.2211
well-matched,對手,0.6335
well-meaning,苦口婆心,0.2395
well-meant,好言好語,0.2035
well-nigh,殆,0.2373
well-off,有錢,0.5521
well-off,寬鬆,0.3866
well-off,富裕,0.3467
well-positioned,老臘肉,0.2000
well-prepared,兵精糧足,0.2211
well-preserved,慕田峪,0.2010
well-proportioned,均勻,0.4362
well-read,博,0.4221
well-read,寡陋,0.2182
well-regarded,騊駼,0.2000
well-regarded,風光,0.3583
well-rope,繘,0.2248
well-rounded,豐盈,0.2352
well-rounded,豐腴,0.2333
well-rounded,通論,0.2332
well-spaced,勻整,0.2272
well-spring,源泉,0.2654
well-spring,飲水思源,0.2301
well-spring,飲流懷源,0.2069
well-structured,綱舉目張,0.2244
well-tempered,百煉鋼,0.2000
well-thought,深謀遠略,0.2184
well-thought-out,胸有成竹,0.2398
well-to-do,富裕,0.3467
well-toned,馬甲線,0.2000
well-trained,兵強馬壯,0.2283
well-tried,磨難,0.2596
well-tried,屢試不爽,0.2311
well-trodden,熟道,0.2177
well-trodden,熟道兒,0.2049
well-versed,熟習,0.2325
well-versed,熟諳,0.2282
well-versed,絕詣,0.2160
well-wishing,口彩,0.2241
