# Jyutping (粵拼) dictionary — source rime-cantonese (CC-BY/ODbL) + essay freq
# Toneless codes; includes Cantonese colloquial vocabulary.
# Fields: jyutping, chinese, freq
jyutping,chinese,freq
pok,墣,0.2145
pok,鞄,0.2142
pok,粕,0.2119
pok,猼,0.2101
pok,髆,0.2098
pok,攵,0.209
pok,轐,0.2048
pok,釙,0.2039
pok,圤,0.1899
pok,蒪,0.1807
pok,檏,0.1798
pok,擈,0.1791
pok,烞,0.1721
pok,炇,0.172
pok,瞨,0.172
pok,㿺,0.0225
pok,𦢊,0.0225
pokbei,撲鼻,0.4723
pokgaai,撲街,0.9
pokgau,撲救,0.474
pokhak,撲克,0.4817
pokhung,撲空,0.4632
pokmin,撲面,0.4689
pokmit,撲滅,0.4747
pokmun,撲滿,0.462
poksat,樸實,0.487
poksim,撲閃,0.4631
poksiu,朴硝,0.455
poksok,撲朔,0.4688
poksou,樸素,0.4879
pokyut,破缺,0.4579
polaan,破爛,0.4827
polai,破例,0.4732
polit,破裂,0.4985
polok,破落,0.4648
pomit,破滅,0.4856
pong,房,0.3069
pong,榜,0.2769
pong,彭,0.274
pong,旁,0.2635
pong,仿,0.2545
pong,磅,0.246
pong,龐,0.2368
pong,傍,0.2304
pong,耪,0.2283
pong,彷,0.2268
pong,膀,0.2245
pong,汸,0.2243
pong,乓,0.2233
pong,嗙,0.2232
pong,尨,0.2223
pong,雱,0.2221
pong,厖,0.22
pong,滂,0.2185
pong,蚌,0.2162
pong,搒,0.2135
pong,鰟,0.2118
pong,謗,0.2099
pong,舽,0.2087
pong,逄,0.2077
pong,艕,0.2033
pong,庬,0.2033
pong,篣,0.2025
pong,蛖,0.2019
pong,螃,0.2002
pong,玤,0.199
pong,蜯,0.1952
pong,龎,0.1925
pong,嫎,0.1924
pong,挷,0.1903
pong,硥,0.1859
pong,胮,0.1839
pong,覫,0.1839
pong,炐,0.1838
pong,膖,0.1819
pong,霶,0.1764
pong,徬,0.155
pongbaak,旁白,0.4907
pongbin,旁邊,0.5541
pongbin,傍邊,0.4631
pongdaai,龐大,0.5172
ponggun,旁觀,0.4779
ponggwong,膀胱,0.4807
ponghaai,螃蟹,0.4927
ponghai,旁系,0.4628
pongjan,旁人,0.4969
pongji,謗議,0.4518
pongkap,旁及,0.4586
pongkei,螃蜞,0.4523
pongmaan,傍晚,0.4999
pongpei,鰟鮍,0.4498
pongsan,傍身,0.4487
pongting,旁聽,0.4785
pongto,滂沱,0.4664
pongwong,彷徨,0.4826
pongzaap,龐雜,0.4683
pongzing,旁證,0.4614
ponoeng,婆娘,0.4787
poon,破案,0.4863
popo,婆婆,0.5108
poseoi,破碎,0.5048
posik,婆媳,0.4736
posoeng,破相,0.4648
posyun,破損,0.4864
potai,破題,0.4645
poto,陂陀,0.4486
pou,泡,0.2853
pou,抱,0.2806
pou,鋪,0.271
pou,普,0.261
pou,扶,0.2585
pou,堡,0.2554
pou,浦,0.2519
pou,甫,0.2479
pou,譜,0.2422
pou,蒲,0.2336
pou,苻,0.2284
pou,袍,0.2253
pou,脯,0.2253
pou,葡,0.219
pou,潽,0.2164
pou,圃,0.2164
pou,溥,0.2137
pou,捗,0.2126
pou,莆,0.211
pou,舖,0.2104
pou,菩,0.2101
pou,怉,0.2088
pou,痡,0.2084
pou,誧,0.2083
pou,袌,0.2059
pou,鐠,0.2033
pou,匍,0.2007
pou,酺,0.1955
pou,暜,0.1911
pou,圑,0.1904
pou,蒱,0.1904
pou,軳,0.1873
pou,氆,0.1861
pou,陠,0.1783
pou,烳,0.177
pou,諩,0.176
pou,舗,0.1594
pou,鯆,0.045
pou,㯱,0.0225
poubaai,鋪擺,0.447
poubaan,鋪板,0.4578
poubeng,抱病,0.4625
poubiu,譜表,0.4571
poucaa,普查,0.4882
poucan,鋪襯,0.4532
poucit,鋪設,0.4826
poucong,鋪牀,0.464
poudaai,譜帶,0.4571
poudai,鋪底,0.4612
poudip,譜牒,0.4605
poudou,普渡,0.4648
poudou,普度,0.4643
poufu,抱負,0.4785
poufuk,袍服,0.4599
poufuk,匍伏,0.4577
pougaa,鋪家,0.4449
pougat,普吉,0.4676
pougoi,鋪蓋,0.4655
pougwaa,蒲瓜,0.4519
pougwai,鋪軌,0.4626
pouhan,抱恨,0.4595
pouhip,抱歉,0.5215
poujin,鋪衍,0.4443
poujoeng,抱養,0.4622
poujoeng,抱恙,0.4591
poujyun,抱怨,0.539
poukap,普及,0.5395
poukek,蒲劇,0.4603
poukong,鋪炕,0.4656
poukwai,蒲葵,0.4574
poukwai,抱愧,0.4564
poulau,蒲柳,0.4581
poulei,普洱,0.479
poulo,普羅,0.473
poulou,鋪路,0.4728
poumut,泡沫,0.5316
poupaai,鋪排,0.4616
poupin,普遍,0.562
pousaat,菩薩,0.4945
pousai,普世,0.4712
pousau,鋪首,0.4562
pouse,譜寫,0.478
pouseoi,抱摔,0.4571
pousin,蒲扇,0.4638
pousin,譜線,0.4619
pousyun,普選,0.4632
poutang,泡騰,0.4654
poutong,葡糖,0.4595
poutou,葡萄,0.5125
poutung,普通,0.5825
pouwu,鋪戶,0.4545
pouzeoi,鋪敘,0.4587
pouzi,譜子,0.4914
pouzi,鋪子,0.4739
pouzin,鋪展,0.4642
pouzoeng,鋪張,0.4658
powaai,破壞,0.5447
powai,頗爲,0.5061
powok,破獲,0.4791
pozaan,破綻,0.4813
pui,陪,0.2992
pui,配,0.2903
pui,倍,0.2712
pui,肺,0.2667
pui,賠,0.256
pui,妃,0.2527
pui,培,0.2448
pui,佩,0.241
pui,裴,0.2368
pui,蓓,0.2323
pui,旆,0.2297
pui,淠,0.2275
pui,琲,0.2245
pui,沛,0.2232
pui,茇,0.2216
pui,胚,0.2206
pui,棓,0.2194
pui,坯,0.219
pui,坏,0.2172
pui,俖,0.2172
pui,萯,0.2158
pui,垺,0.2137
pui,輫,0.2129
pui,胐,0.2123
pui,姵,0.2117
pui,衃,0.2109
pui,茷,0.2098
pui,霈,0.2085
pui,碚,0.2074
pui,徘,0.2063
pui,醅,0.2035
pui,蓜,0.2028
pui,阫,0.2025
pui,錇,0.2019
pui,柸,0.1975
pui,嶏,0.1952
pui,斾,0.1945
pui,裵,0.1885
pui,昢,0.1874
pui,伂,0.179
pui,毰,0.1774
pui,馷,0.1728
pui,炋,0.171
pui,珮,0.1608
puibei,配備,0.5124
puibun,陪伴,0.5267
puican,陪襯,0.4723
puicang,胚層,0.4615
puicin,賠錢,0.5078
puicoi,配菜,0.4761
puidaai,佩戴,0.5139
puidaai,配戴,0.467
puidaap,配搭,0.466
puideoi,配對,0.4855
puidou,陪都,0.4624
puidou,佩刀,0.4619
puifan,培訓,0.5571
puifong,配方,0.5201
puifuk,佩服,0.5156
puifun,賠款,0.475
puigaa,倍加,0.4719
puigaa,配價,0.4561
puigam,倍感,0.4848
puigin,配件,0.5191
puigin,坯件,0.4538
puigok,配角,0.5026
puigu,配股,0.4792
puigwaa,佩掛,0.4566
puihaak,陪客,0.4653
puihap,配合,0.5634
puihei,配戲,0.4604
puijam,配音,0.5317
puijau,配有,0.4931
puijoek,配藥,0.4633
puijoeng,培養,0.5627
puijuk,培育,0.5065
puikap,配給,0.4652
puilai,賠禮,0.4663
puileoi,蓓蕾,0.4663
puileot,賠率,0.4802
puiliu,配料,0.4914
puiliu,坯料,0.463
puimou,坯模,0.4473
puingaak,配額,0.4846
puingau,配偶,0.4944
puingok,配樂,0.5182
puinong,胚囊,0.4582
puipaau,陪跑,0.4646
puisau,配售,0.4824
puisau,培修,0.4571
puisi,陪侍,0.4622
puisiu,陪笑,0.4637
puisiu,賠笑,0.4626
puisiu,配銷,0.4582
puisoeng,賠償,0.532
puisou,倍數,0.4907
puisuk,配屬,0.4626
puitaap,倍塔,0.4471
puitou,配套,0.5294
puitou,配圖,0.4975
puitung,陪同,0.4959
puiwaan,佩環,0.4575
puiwui,徘徊,0.4999
puizai,配製,0.4811
puizai,裴濟,0.4479
puizang,倍增,0.4766
puizau,陪酒,0.4668
puizeoi,賠罪,0.4646
puizeoi,陪罪,0.4582
puizi,配置,0.5654
puizik,培植,0.4754
puizong,陪葬,0.4667
puizung,配種,0.4745
puizyu,胚珠,0.4603
puk,仆,0.2118
pukdou,仆倒,0.4589
pukgaai,仆街,0.9
pun,盤,0.3036
pun,胖,0.2936
pun,般,0.293
pun,伴,0.2761
pun,拼,0.2746
pun,潘,0.2635
pun,番,0.2593
pun,繁,0.2501
pun,拌,0.2482
pun,盆,0.2468
pun,判,0.2461
pun,弁,0.2316
pun,湓,0.2269
pun,拚,0.2244
pun,衯,0.2236
pun,姅,0.2219
pun,磻,0.2201
pun,蹣,0.2201
pun,瘢,0.219
pun,磐,0.2158
pun,搫,0.2101
pun,泮,0.2098
pun,坢,0.2097
pun,螌,0.2087
pun,蟠,0.2086
pun,葐,0.2064
pun,頖,0.2012
pun,洀,0.1966
pun,跘,0.1949
pun,鞶,0.1914
pun,溿,0.1912
pun,翉,0.1901
pun,翸,0.1881
pun,牉,0.1862
pun,沜,0.1853
pun,鎜,0.1853
pun,縏,0.1842
pun,媻,0.183
pun,瀊,0.183
pun,冸,0.1825
pun,幋,0.1798
pun,瓫,0.1782
pun,詊,0.1767
pun,炍,0.1765
pun,蒰,0.1761
pun,槃,0.1752
pun,䰉,0.0225
pun,𦚓,0.0225
punbit,判別,0.4748
punbok,盤駁,0.4446
punbut,盆鉢,0.4559
puncaa,盤查,0.4655
puncaat,盤察,0.4412
punci,判詞,0.4613
puncing,盤秤,0.453
punco,盤坐,0.4647
punco,盤錯,0.4543
puncyu,判處,0.489
pundei,盆地,0.4837
pundim,盤點,0.5021
punding,判定,0.5279
pundou,盤倒,0.4517
punduk,判讀,0.4623
pundyun,判斷,0.5723
punfai,盤費,0.4555
punfo,盤貨,0.4546
punfu,盤符,0.4768
pung,碰,0.2661
pung,逢,0.2576
pung,捧,0.2489
pung,蓬,0.2277
pung,埲,0.2158
pung,篷,0.2141
pung,鬅,0.2106
pung,芃,0.2072
pung,塳,0.198
pung,椪,0.1927
pung,竼,0.1858
pung,莑,0.1841
pung,纄,0.1837
pung,熢,0.1807
pung,髼,0.1802
pung,掽,0.1797
pung,韼,0.1771
pung,鑝,0.1755
pung,蘕,0.1749
pung,韸,0.1742
pung,樥,0.1737
pung,鬔,0.171
pung,踫,0.1621
pungbat,蓬蓽,0.4604
pungbik,碰壁,0.4722
pungbui,捧杯,0.4655
pungbui,碰杯,0.4638
pungbut,蓬勃,0.4794
pungce,篷車,0.4659
pungci,碰瓷,0.499
pungci,碰磁,0.4496
pungcoeng,捧場,0.4877
pungdeng,碰釘,0.454
pungdou,碰倒,0.4616
pungeoi,盤踞,0.4708
pungeoi,盤據,0.4585
pungeoi,蟠踞,0.4473
pungfuk,捧腹,0.4669
punggin,碰見,0.4878
punghaau,碰巧,0.4861
punging,盆景,0.4761
pungit,盤結,0.4589
pungjung,蓬茸,0.4392
punglyun,蓬亂,0.4629
pungmin,碰面,0.4765
pungpung,蓬蓬,0.4666
pungsaat,捧殺,0.4605
pungsoeng,碰上,0.5045
pungsyun,碰損,0.453
pungtau,碰頭,0.4801
punguk,盤谷,0.4598
pungun,判官,0.4668
pungun,盤管,0.4662
pungwat,盆骨,0.4384
pungwu,蓬戶,0.4512
pungzong,碰撞,0.529
punhau,盤口,0.4791
punhei,拚棄,0.4491
punjin,判然,0.4548
punjing,判刑,0.4812
punjiu,盤繞,0.4635
punjuk,盆浴,0.462
punjyu,番禺,0.4856
punkuk,盤曲,0.4604
punkyut,判決,0.513
punlai,判例,0.4677
punlok,般樂,0.4448
punmai,判袂,0.4412
punman,盤問,0.4731
punming,拚命,0.4652
punming,判明,0.462
punon,判案,0.4616
punsat,盤膝,0.4651
punsei,拚死,0.4579
punsek,磐石,0.4745
punsyun,盤旋,0.4796
punsyun,盤算,0.4785
punsyun,盤飧,0.4516
puntai,盤梯,0.4473
punteoi,盤腿,0.4655
punting,潘婷,0.4648
puntung,潘通,0.4613
punwun,盤桓,0.4634
punzeoi,判罪,0.4591
punzi,盤子,0.5036
punzoi,盆栽,0.4741
put,撥,0.2674
put,潑,0.2347
put,鈸,0.2188
put,醱,0.2138
put,溌,0.1813
put,醗,0.1782
putdiu,潑掉,0.4552
putfu,潑婦,0.4741
putlaat,潑辣,0.4722
putmat,潑物,0.4395
putzin,潑賤,0.4435
saa,啥,0.3453
saa,耍,0.2829
saa,沙,0.2761
saa,灑,0.2395
saa,嗄,0.2387
saa,砂,0.2378
saa,仨,0.2373
saa,紗,0.2366
saa,莎,0.2357
saa,鯊,0.218
saa,卅,0.2139
saa,挲,0.2138
saa,硰,0.21
saa,痧,0.2078
saa,裟,0.2047
saa,唦,0.2028
saa,乷,0.1945
saa,猀,0.19
saa,誜,0.1892
saa,鯋,0.189
saa,魦,0.1865
saa,粆,0.1854
saa,桬,0.185
saa,逤,0.1843
saa,閯,0.1831
saa,訯,0.1793
saa,髿,0.179
saa,洒,0.0225
saaaa,沙啞,0.4766
saaaa,卅,0.2364
saabaau,沙包,0.4664
saabou,紗布,0.4836
saabou,沙暴,0.4627
saabou,砂布,0.4626
saacaa,沙茶,0.4639
saacaam,沙蠶,0.4587
saacan,沙塵,0.4737
saace,莎車,0.4636
saaceot,灑出,0.4605
saacoeng,沙場,0.4746
saacoeng,紗窗,0.4728
saacung,沙蟲,0.463
saadang,紗燈,0.4571
saading,紗錠,0.4585
saafaa,沙化,0.4645
saafaat,沙發,0.5319
saagan,紗巾,0.4637
saai,殺,0.3268
saai,曬,0.2693
saai,舐,0.2211
saai,璽,0.2185
saai,纚,0.2168
saai,瓕,0.2146
saai,徙,0.2139
saai,鰓,0.2121
saai,葸,0.1991
saai,屣,0.1989
saai,嘥,0.1986
saai,鉩,0.1939
saai,蓰,0.1937
saai,枲,0.1917
saai,閷,0.1909
saai,矖,0.1899
saai,咶,0.1883
saai,鈢,0.1864
saai,蹝,0.1843
saai,縰,0.184
saai,躧,0.1839
saai,舓,0.1832
saai,壐,0.1819
saai,葈,0.176
saai,漇,0.1751
saai,諰,0.0357
saai,䚕,0.0225
saaijan,璽印,0.461
saaijau,曬友,0.4557
saajan,砂仁,0.4643
saajau,沙丘,0.4795
saajung,莎翁,0.4639
saajyu,鯊魚,0.4976
saajyu,沙魚,0.4587
saajyun,沙縣,0.4679
saajyun,沙畹,0.4507
saak,索,0.2746
saak,槭,0.2297
saak,摵,0.2111
saak,梀,0.2098
saak,拺,0.2073
saak,愬,0.2038
saak,洓,0.1943
saak,栜,0.1779
saak,擌,0.1669
saak,𢱢,0.0225
saakceoi,索取,0.4869
saalaai,沙拉,0.493
saalaai,耍賴,0.4751
saalau,沙漏,0.4715
saaleon,砂輪,0.4678
saaleot,沙律,0.4641
saalik,沙礫,0.4657
saalik,砂礫,0.4637
saalung,沙龍,0.4911
saalung,耍弄,0.4625
saam,三,0.3459
saam,衫,0.2429
saam,參,0.2422
saam,杉,0.2395
saam,摻,0.239
saam,蔘,0.2328
saam,釤,0.227
saam,仨,0.2238
saam,縿,0.2114
saam,彡,0.2108
saam,摲,0.2101
saam,穇,0.209
saam,糝,0.2068
saam,芟,0.2067
saam,攕,0.2048
saam,弎,0.2031
saam,毿,0.1987
saam,幓,0.195
saam,剼,0.1904
saam,嘇,0.1895
saam,蔪,0.1848
saam,鏒,0.1847
saam,犙,0.1838
saam,糂,0.1828
saam,鬖,0.1814
saam,俕,0.1778
saam,籸,0.1734
saam,忏,0.0675
saambaan,三板,0.4652
saambaat,三八,0.4785
saamduk,三讀,0.4583
saamfai,三廢,0.4625
saamfu,衫褲,0.4617
saamgaap,三甲,0.4785
saamgok,三角,0.4973
saamgou,三高,0.4624
saamgung,三公,0.4656
saamgwan,三軍,0.4756
saamgwok,三國,0.5215
saamhaap,三峽,0.4928
saamhong,三行,0.465
saamhou,三號,0.4815
saamhyun,三圈,0.4453
saamjam,三音,0.4601
saamjyut,三月,0.4962
saamluk,三六,0.4652
saamman,三民,0.4653
saamok,沙漠,0.5143
saamou,紗帽,0.4642
saampui,三陪,0.4706
saamsang,三牲,0.4586
saamsi,三思,0.4749
saamsoeng,三廂,0.4782
saamtaai,三態,0.4625
saamtung,三通,0.474
saamwai,三圍,0.4762
saamzau,衫袖,0.458
saamziu,三焦,0.4647
saan,山,0.3048
saan,散,0.2952
saan,刪,0.2778
saan,傘,0.2467
saan,珊,0.2342
saan,柵,0.2311
saan,栓,0.2296
saan,芟,0.2292
saan,孱,0.2253
saan,涮,0.2234
saan,拴,0.2225
saan,羶,0.2205
saan,埏,0.2203
saan,膻,0.2203
saan,姍,0.2162
saan,疝,0.2143
saan,汕,0.2138
saan,潸,0.2129
saan,狦,0.2118
saan,訕,0.2104
saan,摲,0.2101
saan,篡,0.2096
saan,跚,0.2063
saan,潺,0.2059
saan,閂,0.2058
saan,饊,0.204
saan,挻,0.2003
saan,繖,0.1994
saan,舢,0.1962
saan,銏,0.1952
saan,澘,0.1927
saan,閊,0.1912
saan,僝,0.19
saan,潹,0.1899
saan,圸,0.1859
saan,簒,0.1852
saan,赸,0.1852
saan,邖,0.1838
saan,粣,0.1823
saan,糤,0.1805
saan,鯅,0.1713
saan,䃟,0.0225
saan,㪚,0.0225
saanaai,山埃,0.448
saanaau,山坳,0.4648
saanaau,山凹,0.4599
saanaau,耍鬧,0.4547
saanbaan,舢板,0.4624
saanbaan,散板,0.4581
saanbaan,舢舨,0.4555
saanbang,山崩,0.466
saanbing,傘兵,0.4652
saanbo,山坡,0.4844
saanbo,散播,0.4716
saanbou,散步,0.506
saanbou,散佈,0.4868
saanceoi,刪除,0.5438
saancin,散錢,0.46
saancoeng,散場,0.472
saancyun,山川,0.4816
saandaan,霰彈,0.4632
saandei,山地,0.483
saandeng,山頂,0.4975
saandung,山東,0.5328
saandung,山洞,0.482
saandyut,篡奪,0.4624
saanei,沙彌,0.4648
saanfaa,散花,0.4659
saanfaat,散發,0.4962
saanfaat,散髮,0.4892
saanfan,散粉,0.4662
saanfei,散匪,0.4466
saanfo,散貨,0.4715
saanfo,山火,0.4661
saanfo,山貨,0.4618
saanfo,散伙,0.4434
saanfung,山峯,0.4881
saanfung,山峰,0.4881
saang,生,0.3462
saang,省,0.3115
saang,笙,0.2343
saang,牲,0.2237
saang,胜,0.2119
saang,詵,0.2072
saang,甥,0.2047
saang,眚,0.2015
saang,狌,0.1968
saang,磢,0.1933
saang,偗,0.1929
saang,渻,0.1905
saang,鼪,0.1865
saang,㨘,0.0225
saangaa,散架,0.4653
saangaak,柵格,0.4532
saangaam,刪減,0.4897
saangaam,沙岩,0.4595
saangaan,山澗,0.4663
saangaan,沙眼,0.4652
saangai,山雞,0.4671
saangan,山根,0.4627
saangbe,生啤,0.4455
saangbeng,生病,0.5224
saangbin,省便,0.452
saangcau,生抽,0.4895
saangci,生詞,0.5056
saangcing,省稱,0.4568
saangcoi,生菜,0.4766
saangdak,省得,0.4823
saangdei,生地,0.4667
saangfaan,生番,0.4574
saangfan,省份,0.5148
saangfan,生粉,0.465
saangfu,省府,0.4653
saanggaau,生膠,0.4605
saanggan,生根,0.4744
saanggim,省儉,0.4536
saanggoeng,生薑,0.4854
saangheoi,省去,0.4804
saanghou,生蠔,0.4643
saangik,柵極,0.4624
saangin,散件,0.4704
saanging,山徑,0.4612
saangjan,生人,0.4761
saangjat,生日,0.5307
saangjau,生油,0.4624
saangji,生意,0.5434
saangjing,省營,0.4534
saangjuk,生育,0.5113
saangjuk,生肉,0.4656
saangjyun,省縣,0.4595
saangkam,生擒,0.4655
saangkoek,省卻,0.464
saanglaang,生冷,0.4656
saanglik,省力,0.4781
saangloek,省略,0.4928
saanglou,生路,0.4717
saangmaang,生猛,0.4725
saangmou,生母,0.4705
saangngaang,生硬,0.49
saango,沙俄,0.4839
saango,山歌,0.4744
saangoek,山腳,0.4738
saangoi,篡改,0.4906
saangoi,刪改,0.4648
saangong,山崗,0.4659
saangong,山岡,0.4639
saangong,傘降,0.4617
saangpik,生僻,0.4646
saangsam,省心,0.4899
saangsan,生辰,0.4717
saangsau,生鏽,0.4764
saangsau,生手,0.4633
saangseoi,生水,0.4652
saangsi,省市,0.4962
saangsi,省時,0.4721
saangsi,生絲,0.4616
saangsik,生息,0.4727
saangsik,生食,0.4655
saangsing,省城,0.4792
saangsing,生性,0.4776
saangso,生疏,0.4755
saangtit,生鐵,0.4674
saangtoi,生苔,0.4543
saanguk,山谷,0.4867
saangung,散工,0.459
saangwan,篡軍,0.447
saangwong,散光,0.4898
saangwui,省會,0.4935
saangzi,生字,0.4706
saangzi,省治,0.4556
saangzoeng,省長,0.4958
saanhaak,散客,0.4746
saanhaap,山峽,0.4624
saanhei,疝氣,0.4663
saanhei,散戲,0.4534
saanheoi,刪去,0.4736
saanho,山河,0.4808
saanhoi,散開,0.4757
saanhung,山洪,0.4715
saanjam,山陰,0.4657
saanjan,山人,0.4743
saanjat,散逸,0.4597
saanjau,山丘,0.4757
saanje,山野,0.4797
saanjik,篡逆,0.4568
saanjit,散熱,0.5125
saanjiu,山腰,0.4686
saanjoek,孱弱,0.4686
saanjoeng,山羊,0.4813
saankeoi,山區,0.4981
saankuk,散曲,0.4635
saankwai,山葵,0.4608
saankyun,篡權,0.4608
saanlaap,篡立,0.4471
saanlam,山林,0.4828
saanling,山嶺,0.4711
saanlok,散落,0.4828
saanlou,山路,0.4883
saanluk,山麓,0.4665
saanlyun,散亂,0.4739
saanlyun,山巒,0.4719
saanmaan,散漫,0.4735
saanmak,山脈,0.4902
saanman,散文,0.4982
saanmong,散亡,0.453
saanmui,山莓,0.454
saanmun,閂門,0.4522
saannaan,山難,0.4605
saanngaai,山崖,0.4729
saanngok,山嶽,0.4654
saanong,砂囊,0.45
saansaa,散沙,0.465
saansaan,訕訕,0.4653
saansai,山西,0.5139
saansai,山勢,0.4667
saansak,栓塞,0.4684
saansam,散心,0.4746
saansat,散失,0.4654
saansau,散手,0.4632
saanseoi,山水,0.4973
saanseoi,散水,0.4605
saanseoi,山瑞,0.4571
saansi,篡弒,0.4507
saansit,篡竊,0.4431
saansoek,刪削,0.4558
saantai,散體,0.4597
saantau,汕頭,0.4924
saantau,山頭,0.4838
saanwaa,散話,0.4482
saanwai,篡位,0.4715
saanwu,散戶,0.5244
saanwu,珊瑚,0.4829
saanwu,山芋,0.4709
saanwui,散會,0.4638
saanzaa,山楂,0.4767
saanzaai,山寨,0.5097
saanzek,山脊,0.4662
saanzi,饊子,0.4601
saanzik,散席,0.4601
saanzin,刪剪,0.4611
saanzing,篡政,0.4494
saanzo,散座,0.4573
saanzong,山莊,0.4893
saanzong,散裝,0.4776
saanzuk,山竹,0.4641
saanzyu,拴住,0.4653
saanzyu,山豬,0.4618
saap,澀,0.2461
saap,趿,0.2296
saap,熠,0.2249
saap,濇,0.2229
saap,唼,0.2184
saap,靸,0.2167
saap,颯,0.2131
saap,烚,0.2128
saap,啑,0.2099
saap,圾,0.205
saap,霎,0.2043
saap,帹,0.1984
saap,歃,0.1948
saap,霅,0.1935
saap,箑,0.1916
saap,萐,0.1903
saap,歰,0.1888
saap,翣,0.1885
saap,煠,0.1873
saap,澁,0.1872
saap,馺,0.1864
saap,雭,0.1855
saap,翜,0.1803
saap,喢,0.1791
saap,炠,0.1755
saap,鎝,0.0225
saaphyut,歃血,0.4615
saapjin,颯然,0.4578
saaplaai,趿拉,0.4589
saapsaap,颯颯,0.4643
saapsaap,霎霎,0.4471
saapsi,霎時,0.468
saapsong,颯爽,0.4669
saasek,砂石,0.4734
saasek,沙石,0.4677
saaseoi,灑水,0.4669
saasi,沙士,0.4595
saasiu,耍笑,0.4548
saat,殺,0.3268
saat,撒,0.3197
saat,刷,0.3127
saat,蔡,0.264
saat,薩,0.2574
saat,煞,0.2293
saat,剎,0.2238
saat,攃,0.2175
saat,閷,0.2134
saat,鎩,0.2077
saat,潵,0.2012
saat,蔱,0.1952
saat,櫒,0.1948
saat,繺,0.1947
saat,摋,0.1943
saat,脎,0.1922
saat,蕯,0.1907
saat,樧,0.1846
saat,隡,0.1833
saat,㬠,0.0225
saataan,沙灘,0.4942
saatbaak,煞白,0.465
saatbat,煞筆,0.4725
saatbo,撒播,0.4632
saatce,剎車,0.5178
saatce,煞車,0.4631
saatdaan,撒旦,0.4787
saatdaan,撒但,0.4632
saatdiu,殺掉,0.5055
saatdou,殺到,0.4744
saatduk,撒督,0.4493
saatfong,撒謊,0.4961
saatgaa,殺價,0.4667
saatgei,殺機,0.4737
saatgiu,撒嬌,0.4881
saatgoek,撒腳,0.45
saathei,殺氣,0.4768
saathei,撒氣,0.4626
saathoi,殺害,0.5003
saatin,沙田,0.4685
saatjap,殺入,0.4794
saatje,撒野,0.4714
saatkwan,殺菌,0.493
saatlaai,撒賴,0.4571
saatluk,殺戮,0.4942
saatmei,煞尾,0.4551
saatmong,撒網,0.4648
saatnaa,剎那,0.4828
saatnei,殺你,0.4451
saatong,砂糖,0.4684
saatput,撒潑,0.4648
saatsan,殺身,0.4653
saatsan,煞神,0.4599
saatsang,殺生,0.4676
saatsau,殺手,0.5206
saatsei,殺死,0.5372
saatsi,剎時,0.4637
saatsuk,殺熟,0.4566
saattau,殺頭,0.4639
saatyut,灑脫,0.4874
saatzung,撒種,0.4596
saatzyu,剎住,0.4638
saatzyu,煞住,0.4564
saau,稍,0.2566
saau,鞘,0.2323
saau,梢,0.2228
saau,哨,0.2221
saau,捎,0.2198
saau,睄,0.2116
saau,艄,0.2039
saau,蛸,0.2017
saau,潲,0.1983
saau,筲,0.1946
saau,弰,0.1926
saau,颵,0.1907
saau,莦,0.1888
saau,旓,0.1885
saau,滫,0.1881
saau,髾,0.1859
saau,娋,0.1814
saau,鮹,0.1809
saau,輎,0.1779
saau,蕱,0.174
saaubing,哨兵,0.473
saaudek,哨笛,0.4536
saaugei,筲箕,0.4594
saauhau,稍後,0.4898
saauhau,稍候,0.4712
saaukaa,哨卡,0.4619
saaumei,稍微,0.5663
saauseoi,潲水,0.4609
saauseoi,餿水,0.4537
saauseon,捎信,0.4591
saautau,梢頭,0.4607
saauwai,稍爲,0.4641
saauzi,哨子,0.465
saawaat,耍滑,0.4609
saawo,沙鍋,0.4662
saawong,沙皇,0.4737
saazaau,紗罩,0.4574
saazeng,沙井,0.4689
saazi,沙子,0.4957
saazi,砂紙,0.466
saazi,砂子,0.4658
sai,使,0.3627
sai,些,0.3261
sai,西,0.3018
sai,洗,0.2988
sai,世,0.2704
sai,細,0.2697
sai,遞,0.2553
sai,撕,0.2486
sai,勢,0.2457
sai,棲,0.2396
sai,逝,0.232
sai,茜,0.2303
sai,誓,0.2293
sai,栖,0.2245
sai,篩,0.2243
sai,駛,0.2235
sai,硒,0.2195
sai,噬,0.2188
sai,遰,0.2188
sai,巂,0.217
sai,埶,0.2158
sai,犀,0.2144
sai,嘶,0.2143
sai,枲,0.2142
sai,丗,0.2134
sai,婿,0.2128
sai,楴,0.2121
sai,銴,0.2067
sai,卋,0.2056
sai,筮,0.2053
sai,粞,0.2053
sai,雟,0.2049
sai,舾,0.2037
sai,笹,0.2036
sai,荽,0.2017
sai,簭,0.2016
sai,樨,0.1997
sai,貰,0.1991
sai,屖,0.1976
sai,恓,0.1947
sai,氥,0.1933
sai,僿,0.1915
sai,徆,0.1914
sai,澨,0.1898
sai,簁,0.1883
sai,壻,0.1869
sai,簛,0.1824
sai,籭,0.1807
sai,聟,0.1779
sai,觢,0.1779
sai,遾,0.1754
sai,洒,0.0225
saiaa,西亞,0.4869
saiau,西歐,0.4962
saibaak,洗白,0.5091
saibaak,世伯,0.4594
saibaau,細胞,0.5512
saibak,西北,0.5177
saibit,勢必,0.5003
saibou,西部,0.5166
saicaan,西餐,0.4867
saicaat,洗刷,0.4754
saican,洗塵,0.4642
