# Jyutping (粵拼) dictionary — source rime-cantonese (CC-BY/ODbL) + essay freq
# Toneless codes; includes Cantonese colloquial vocabulary.
# Fields: jyutping, chinese, freq
jyutping,chinese,freq
fongzi,坊子,0.4662
fongzi,仿紙,0.442
fongzik,紡織,0.494
fongziu,仿照,0.4726
fongzoeng,慌張,0.4877
fongzoeng,方丈,0.4753
fongzou,仿造,0.4719
fongzuk,放逐,0.4789
fongzung,放縱,0.488
fongzung,芳蹤,0.4641
fopaang,火棒,0.4583
foping,火拼,0.4726
fopou,科普,0.5421
fopun,火盆,0.4638
fosaan,火山,0.4982
fosai,火勢,0.4719
fosat,課室,0.4688
fosek,火石,0.4664
foseoi,課稅,0.464
fosik,伙食,0.4814
fosik,貨色,0.4778
fosin,火線,0.477
fosing,火星,0.5314
fosit,火舌,0.4634
fosiu,火燒,0.4862
fotaan,火炭,0.4614
fotai,課題,0.5222
fotai,貨梯,0.4633
fotau,火頭,0.4627
fotau,伙頭,0.4586
foteoi,火腿,0.483
fotong,課堂,0.5262
fotung,夥同,0.4722
fotung,伙同,0.4444
fowaan,科幻,0.5342
fowan,貨運,0.4917
fowo,火鍋,0.5189
fozaan,貨棧,0.4619
fozau,火酒,0.4549
fozin,火箭,0.5388
fozoeng,科長,0.4917
fozoeng,課長,0.4657
fozoi,火災,0.4929
fozong,火葬,0.4663
fozuk,火燭,0.4611
fozung,火種,0.4747
fu,副,0.3182
fu,惡,0.304
fu,付,0.2872
fu,庫,0.2857
fu,許,0.2828
fu,苦,0.282
fu,夫,0.2791
fu,戲,0.2785
fu,福,0.275
fu,富,0.2724
fu,父,0.2686
fu,虎,0.2674
fu,負,0.267
fu,乎,0.262
fu,赴,0.2601
fu,甫,0.2569
fu,呼,0.2568
fu,府,0.2552
fu,附,0.2532
fu,覆,0.2521
fu,符,0.2493
fu,傅,0.2461
fu,扶,0.245
fu,褲,0.2422
fu,賦,0.2361
fu,敷,0.236
fu,婦,0.2353
fu,輔,0.2335
fu,撫,0.2311
fu,枯,0.23
fu,腐,0.2297
fu,蚨,0.2292
fu,挎,0.2292
fu,胯,0.2287
fu,芙,0.2261
fu,仆,0.2253
fu,膚,0.2246
fu,桴,0.2246
fu,莆,0.2245
fu,滸,0.2241
fu,斧,0.2232
fu,洑,0.2216
fu,俯,0.22
fu,枹,0.2195
fu,拊,0.2191
fu,孚,0.2188
fu,寣,0.2185
fu,咐,0.2182
fu,柎,0.2177
fu,紨,0.2169
fu,瘔,0.2164
fu,唬,0.2162
fu,萯,0.2158
fu,釜,0.2157
fu,姇,0.2148
fu,嘸,0.2133
fu,胕,0.2131
fu,嘑,0.2124
fu,脯,0.2118
fu,孵,0.2116
fu,虖,0.2114
fu,殕,0.2113
fu,俘,0.2112
fu,腑,0.2109
fu,衭,0.2108
fu,琥,0.2107
fu,趺,0.209
fu,呋,0.2084
fu,冨,0.2083
fu,鳧,0.2076
fu,褔,0.2075
fu,骷,0.2071
fu,頫,0.2065
fu,鮒,0.2065
fu,苻,0.2059
fu,訃,0.2054
fu,麩,0.2053
fu,蚥,0.2052
fu,滹,0.2049
fu,莩,0.2048
fu,跗,0.2048
fu,戱,0.2046
fu,鍑,0.2038
fu,絝,0.2034
fu,烀,0.2033
fu,滏,0.203
fu,楛,0.2029
fu,汻,0.2022
fu,苸,0.202
fu,駙,0.2013
fu,黼,0.2012
fu,刳,0.2005
fu,賻,0.199
fu,鄜,0.1989
fu,袴,0.198
fu,嬔,0.1979
fu,怤,0.1975
fu,玞,0.1975
fu,郛,0.1975
fu,泘,0.1974
fu,祔,0.1971
fu,稃,0.1964
fu,乕,0.1957
fu,簠,0.1954
fu,戽,0.1952
fu,乥,0.1951
fu,垀,0.1945
fu,俛,0.1945
fu,虍,0.1936
fu,偩,0.1932
fu,粰,0.1923
fu,幠,0.1922
fu,蝜,0.192
fu,泭,0.1915
fu,俿,0.1913
fu,垺,0.1912
fu,妋,0.1906
fu,尃,0.1903
fu,袝,0.1899
fu,荂,0.1893
fu,旉,0.1891
fu,郙,0.189
fu,椨,0.1886
fu,膴,0.188
fu,軤,0.1877
fu,砆,0.1874
fu,雽,0.1869
fu,筟,0.1866
fu,荴,0.1864
fu,榑,0.1864
fu,俌,0.1861
fu,秿,0.1861
fu,痡,0.1859
fu,詂,0.1858
fu,媍,0.1856
fu,坿,0.1853
fu,綒,0.1851
fu,盙,0.1851
fu,跍,0.1843
fu,鬴,0.1841
fu,釡,0.1831
fu,秙,0.1831
fu,畉,0.183
fu,萀,0.1825
fu,麬,0.182
fu,暊,0.1817
fu,蚹,0.1813
fu,焤,0.1812
fu,鳺,0.181
fu,軵,0.1809
fu,枎,0.1808
fu,捬,0.1803
fu,玸,0.1803
fu,橭,0.18
fu,弣,0.1798
fu,懯,0.1797
fu,桍,0.1797
fu,雐,0.1797
fu,蜅,0.1795
fu,扝,0.1794
fu,乶,0.1794
fu,璷,0.1783
fu,麱,0.1781
fu,娐,0.1778
fu,趶,0.1775
fu,邞,0.177
fu,竎,0.1767
fu,郀,0.1765
fu,颫,0.1764
fu,糐,0.176
fu,陚,0.1758
fu,虝,0.1752
fu,恗,0.1736
fu,鮬,0.1726
fu,豧,0.172
fu,歑,0.1703
fu,伕,0.1277
fu,酜,0.0857
fu,鈇,0.0748
fu,罦,0.045
fu,謼,0.0225
fu,鯱,0.0225
fubaai,腐敗,0.5145
fubai,輔幣,0.4582
fubat,附筆,0.451
fubou,敷布,0.4543
fubun,副本,0.5248
fucaa,褲衩,0.4748
fucai,夫妻,0.5151
fucan,父親,0.5697
fucau,腐臭,0.4631
fuceoi,苦趣,0.4528
fuceot,付出,0.5512
fuceot,呼出,0.4747
fuci,扶持,0.5114
fuci,副詞,0.4806
fuci,呼哧,0.4642
fucim,附籤,0.4512
fucin,膚淺,0.4969
fucit,附設,0.4645
fuco,苦楚,0.4675
fucong,庫藏,0.4598
fucou,枯燥,0.5188
fucung,苦衷,0.4756
fucung,俯衝,0.4666
fudaai,附帶,0.5086
fudaam,負擔,0.5352
fudaam,苦膽,0.4607
fudak,婦德,0.4582
fudau,戽斗,0.4525
fudoi,苦待,0.4561
fudou,輔導,0.5192
fufaa,孵化,0.4908
fufaa,腐化,0.472
fufai,付費,0.5518
fufan,敷粉,0.4543
fufo,婦科,0.4852
fufo,輔課,0.4477
fufong,庫房,0.4824
fufu,夫婦,0.5146
fufun,付款,0.5285
fugaa,附加,0.519
fugaa,富家,0.4753
fugaa,夫家,0.464
fugan,附近,0.5602
fugan,苦根,0.4561
fugat,付訖,0.4551
fugau,呼救,0.4719
fugau,扶溝,0.4653
fugau,扶柩,0.4534
fugau,腐舊,0.4526
fugei,呼機,0.4627
fugei,扶乩,0.4575
fugei,附寄,0.4548
fugei,扶箕,0.4462
fugeoi,輔具,0.4587
fugik,負極,0.4686
fugin,附件,0.5353
fugin,苻堅,0.4624
fuging,苦境,0.4591
fuging,輔警,0.4407
fugip,苦澀,0.4857
fugiu,呼叫,0.4979
fugo,副歌,0.4993
fugoek,褲腳,0.4661
fugok,俯角,0.4564
fugon,枯乾,0.4625
fugou,訃告,0.4648
fuguk,府谷,0.4669
fugun,副官,0.4659
fugun,褲管,0.4643
fugung,苦功,0.4634
fugwaa,苦瓜,0.4804
fugwai,富貴,0.4909
fugwat,枯骨,0.4638
fuhaam,呼喊,0.4814
fuhaau,赴考,0.4604
fuhai,父系,0.4629
fuham,俯瞰,0.4802
fuhap,符合,0.5651
fuhau,虎口,0.4724
fuhau,苦口,0.4669
fuhau,富厚,0.4568
fuhei,呼氣,0.4907
fuhei,負起,0.4726
fuhei,負氣,0.4642
fuhin,敷衍,0.4981
fuho,負荷,0.5021
fuhoi,苦海,0.4723
fuhok,苦學,0.4636
fuhon,副刊,0.4733
fuhon,俯看,0.4613
fuhot,呼喝,0.4638
fuhou,符號,0.5318
fuhou,富豪,0.5042
fuhou,負號,0.4588
fuhou,呼嚎,0.4539
fui,灰,0.263
fui,奎,0.2351
fui,悔,0.2285
fui,隳,0.2281
fui,魁,0.2243
fui,賄,0.2236
fui,恢,0.216
fui,晦,0.213
fui,喙,0.2127
fui,誨,0.2121
fui,洧,0.2108
fui,喹,0.2095
fui,詼,0.2088
fui,虺,0.2063
fui,咴,0.206
fui,蝰,0.2015
fui,悝,0.2012
fui,洃,0.1992
fui,詯,0.1987
fui,鮪,0.1981
fui,痏,0.1943
fui,烣,0.1919
fui,豗,0.1916
fui,睳,0.1908
fui,拻,0.1904
fui,櫆,0.1897
fui,痗,0.1879
fui,靧,0.1838
fui,頮,0.1832
fui,齀,0.181
fui,燘,0.1802
fui,楏,0.1767
fui,顪,0.1757
fui,顝,0.1752
fui,餯,0.1728
fuiam,灰暗,0.4788
fuibaak,灰白,0.472
fuican,灰塵,0.504
fuidou,灰度,0.4733
fuifan,悔婚,0.4622
fuifui,恢恢,0.4647
fuifuk,恢復,0.554
fuigoi,悔改,0.473
fuigwo,悔過,0.4665
fuihaai,詼諧,0.4763
fuihak,灰黑,0.4639
fuiham,魁蚶,0.4513
fuihan,悔恨,0.4774
fuihei,晦氣,0.4706
fuihung,灰熊,0.4735
fuijam,誨淫,0.4572
fuiji,悔意,0.4645
fuikei,悔棋,0.4593
fuiling,灰領,0.4579
fuinai,灰泥,0.4604
fuing,魁梧,0.4721
fuing,悔悟,0.4647
fuisam,灰心,0.4772
fuisap,晦澀,0.4889
fuisau,魁首,0.4624
fuise,蝰蛇,0.4653
fuiseoi,洧水,0.4516
fuisik,灰色,0.5163
fuisyu,灰鼠,0.4597
fuitou,灰土,0.4637
fuiwai,魁偉,0.4607
fuiwang,恢弘,0.4667
fuizeon,灰燼,0.4756
fuizoeng,灰漿,0.4611
fujam,輔音,0.4877
fujam,赴任,0.4637
fujam,父蔭,0.4545
fujan,夫人,0.5239
fujan,婦人,0.4835
fujan,付印,0.4598
fujan,苦因,0.4576
fujau,富有,0.5217
fujau,附有,0.4761
fuji,附議,0.4599
fuji,赴義,0.4561
fujik,苦役,0.4623
fujin,赴宴,0.4666
fujing,呼應,0.4973
fujing,苦刑,0.4581
fujing,腐刑,0.4557
fujip,副業,0.5114
fujiu,富饒,0.4713
fujoek,赴約,0.4667
fujoek,敷藥,0.4617
fujoeng,撫養,0.4847
fujoeng,俯仰,0.4652
fujuk,撫育,0.4658
fujuk,孵育,0.461
fujung,芙蓉,0.493
fujung,富翁,0.486
fujung,附庸,0.4663
fujyu,賦予,0.5213
fujyu,富裕,0.5101
fujyu,呼籲,0.508
fujyu,富餘,0.4768
fujyu,婦孺,0.4651
fujyu,腐乳,0.465
fujyu,付與,0.4627
fujyu,付予,0.458
fujyut,虎穴,0.4667
fuk,服,0.2798
fuk,福,0.275
fuk,覆,0.2521
fuk,幅,0.2427
fuk,複,0.2424
fuk,腹,0.2403
fuk,伏,0.2397
fuk,復,0.2282
fuk,馥,0.2282
fuk,愎,0.227
fuk,宓,0.2268
fuk,鍑,0.2263
fuk,斛,0.2233
fuk,纀,0.2223
fuk,洑,0.2216
fuk,襆,0.2204
fuk,鰒,0.2128
fuk,輻,0.2118
fuk,緮,0.2115
fuk,蝠,0.2111
fuk,踾,0.2106
fuk,絥,0.2105
fuk,輹,0.209
fuk,諨,0.2086
fuk,菔,0.2077
fuk,鶝,0.2064
fuk,鍢,0.2059
fuk,茯,0.2025
fuk,匐,0.2019
fuk,畐,0.2016
fuk,袱,0.2013
fuk,蝮,0.2009
fuk,棴,0.1964
fuk,葍,0.1943
fuk,箙,0.1939
fuk,鵩,0.192
fuk,栿,0.1918
fuk,癁,0.1864
fuk,虙,0.186
fuk,澓,0.1841
fuk,椱,0.183
fuk,蕧,0.1813
fuk,稪,0.1793
fuk,垘,0.1771
fuk,鴔,0.1768
fuk,复,0.1724
fuk,幞,0.0225
fukam,撫琴,0.467
fukap,呼吸,0.5443
fukap,負笈,0.4594
fukbat,伏筆,0.5031
fukbik,腹壁,0.4653
fukbin,複變,0.463
fukbin,伏辯,0.4412
fukbing,伏兵,0.4648
fukbun,複本,0.462
fukcaa,複查,0.5079
fukcan,複診,0.4758
fukceot,復出,0.4993
fukci,複詞,0.4545
fukcoi,複賽,0.475
fukcung,服從,0.5015
fukcyun,福泉,0.4664
fukdak,福德,0.4736
fukdak,伏特,0.4648
fukdei,腹地,0.4772
fukdou,幅度,0.5127
fukduk,復讀,0.5114
fukduk,服毒,0.4653
fukfaat,復發,0.5188
fukfan,復婚,0.465
fukfan,福份,0.463
fukfei,腹誹,0.4629
fukfo,復課,0.465
fukfu,伏虎,0.4647
fukfuk,馥馥,0.4564
fukgaang,復耕,0.4594
fukgei,腹肌,0.5115
fukgeoi,複句,0.461
fukgik,伏擊,0.477
fukgin,福建,0.5178
fukgoi,覆蓋,0.5484
fukgou,腹稿,0.4603
fukgu,復古,0.5185
fukgung,復工,0.4791
fukgwok,復國,0.4678
fukhak,復刻,0.502
fukhak,腹黑,0.468
fukhap,複合,0.5176
fukhat,複覈,0.4816
fukhei,福氣,0.4871
fukhei,服氣,0.4818
fukhing,復興,0.5026
fukhon,復刊,0.4626
fukhong,腹腔,0.4785
fukim,虎鉗,0.4629
fuking,虎鯨,0.4484
fukit,枯竭,0.4821
fukjam,福音,0.4955
fukjan,複印,0.4947
fukjik,服役,0.4861
fukjing,服刑,0.4731
fukjing,服膺,0.4599
fukjip,複葉,0.4619
fukjoek,服藥,0.4982
fukjung,服用,0.5249
fukjyu,腹語,0.459
fukjyun,復原,0.4942
fukjyun,復員,0.4667
fukjyun,幅員,0.4648
fukjyun,服軟,0.4638
fukjyun,復元,0.4618
fukkei,腹鰭,0.4594
fukkoi,覆蓋,0.5484
fuklau,伏流,0.4576
fuklei,福利,0.5437
fukmang,復萌,0.4597
fukmit,覆滅,0.4775
fukmok,腹膜,0.4679
fukmou,服務,0.5867
fukmun,服滿,0.4576
fukmut,覆沒,0.4675
fukngaan,複眼,0.4609
fukoeng,富強,0.4782
fukok,枯涸,0.4572
fukpaai,復牌,0.4827
fukpik,復辟,0.4702
fuksam,腹心,0.4621
fuksau,復仇,0.5174
fukse,輻射,0.5299
fukse,腹瀉,0.4946
fukse,複寫,0.4678
fukse,蝮蛇,0.464
fukseot,複述,0.4991
fuksi,服侍,0.4753
fuksi,服事,0.4622
fuksi,伏屍,0.4611
fuksi,複視,0.4605
fuksik,服飾,0.5068
fuksik,複式,0.4807
fuksik,服食,0.4658
fuksin,複線,0.4643
fuksing,福星,0.4747
fuksing,複姓,0.4624
fuksong,服喪,0.4585
fuksou,復甦,0.4991
fuksou,復蘇,0.4991
fuksou,複數,0.485
fuksyu,服輸,0.4736
fuktip,服帖,0.4651
fuktiu,輻條,0.4613
fuktung,腹痛,0.4818
fukuk,俯曲,0.4436
fukwong,富礦,0.4617
fukwut,復活,0.5248
fukyun,夫權,0.4582
fukzaap,複習,0.5749
fukzaap,複雜,0.5733
fukzai,複製,0.5447
fukzau,福州,0.5126
fukzeoi,服罪,0.4564
fukzeoi,伏罪,0.4546
fukzeon,福晉,0.4708
fukzi,福祉,0.4775
fukzik,復職,0.4628
fukziu,輻照,0.4673
fukzong,服裝,0.5346
fukzung,服衆,0.4521
fukzyun,復轉,0.4618
fulaan,腐爛,0.4915
fuleoi,負累,0.4653
fuleon,庫侖,0.4629
fuleon,孵卵,0.4594
fulik,苦力,0.4787
fulin,苦練,0.4802
fuling,扶靈,0.4553
fuling,苦苓,0.4497
fuliu,輔料,0.4798
fuliu,敷料,0.465
fulou,俘虜,0.4973
fulou,骷髏,0.4926
fuluk,附錄,0.4834
fuluk,符籙,0.463
fulyun,苦戀,0.4656
fumaa,駙馬,0.4715
fuman,訃聞,0.4609
fumat,褲襪,0.4665
fumin,負面,0.5254
fuming,枯茗,0.449
fumo,撫摸,0.4923
fumo,撫摩,0.4751
fumok,府幕,0.444
fumou,父母,0.5797
fumun,苦悶,0.4806
fun,款,0.2903
fun,寬,0.2697
fun,歡,0.249
fun,盥,0.2153
fun,髖,0.2118
fun,獾,0.2111
fun,犿,0.2072
fun,寛,0.2029
fun,歓,0.201
fun,驩,0.1978
fun,臗,0.1943
fun,懽,0.1942
fun,酄,0.1927
fun,窾,0.1925
fun,讙,0.1919
fun,歀,0.1914
fun,雚,0.19
fun,欵,0.1898
fun,梡,0.1879
fun,貆,0.1831
fun,嚾,0.1814
fun,鴅,0.1802
fun,貛,0.1795
fun,窽,0.1783
fun,鵍,0.1733
funaan,苦難,0.5123
funaan,赴難,0.4574
funau,腐朽,0.4821
funau,枯朽,0.4581
funbou,款步,0.4576
funcoek,寬綽,0.4588
funcoeng,歡暢,0.4661
funcoeng,歡場,0.4613
funcoeng,寬暢,0.4612
funcong,寬敞,0.485
fundaai,寬大,0.4842
fundoi,款待,0.4732
fundou,歡度,0.4673
funeoi,婦女,0.5181
funeoi,腐女,0.4469
funfaai,歡快,0.4837
funfu,歡呼,0.4897
funfu,寬斧,0.4426
funfuk,款服,0.445
funfut,寬闊,0.4836
fung,風,0.3215
fung,封,0.2879
fung,峯,0.2724
fung,瘋,0.2719
fung,馮,0.2637
fung,捧,0.2624
fung,鳳,0.2606
fung,豐,0.2529
fung,鋒,0.2522
fung,楓,0.2514
fung,蓬,0.2502
fung,逢,0.2441
fung,縫,0.2438
fung,奉,0.239
fung,泛,0.2344
fung,葑,0.2314
fung,蜂,0.2293
fung,渢,0.2244
fung,俸,0.224
fung,唪,0.2177
fung,丰,0.216
fung,夆,0.2138
fung,烽,0.2132
fung,賵,0.2129
fung,諷,0.2129
fung,灃,0.2118
fung,碸,0.2093
fung,覂,0.2089
fung,酆,0.2089
fung,捀,0.2062
fung,峰,0.2055
fung,鳯,0.2003
fung,偑,0.1997
fung,凨,0.1982
fung,綘,0.1979
fung,艂,0.1978
fung,崶,0.1975
fung,凮,0.1965
fung,篈,0.1953
fung,檒,0.1952
fung,煈,0.1944
fung,猦,0.1935
fung,漨,0.192
fung,湗,0.1919
fung,凬,0.1906
fung,犎,0.1903
fung,甮,0.1895
fung,堸,0.1892
fung,仹,0.1885
fung,妦,0.188
fung,摓,0.1876
fung,鏠,0.1868
fung,鄷,0.1864
fung,舽,0.1862
fung,鴌,0.1861
fung,寷,0.1859
fung,桻,0.1852
fung,盽,0.1848
fung,僼,0.1844
fung,蠭,0.184
fung,麷,0.1838
fung,靊,0.1833
fung,蘴,0.183
fung,飌,0.1828
fung,浲,0.1793
fung,淎,0.179
fung,焨,0.1712
fungaa,寬假,0.4484
fungai,扶危,0.4628
fungbaau,封包,0.465
fungbai,封閉,0.5273
fungbat,封筆,0.462
fungbiu,風標,0.461
fungbo,風波,0.4943
fungbou,風暴,0.5135
fungbou,縫補,0.4644
fungbut,蓬勃,0.4794
fungcaak,封測,0.4753
fungcaan,豐產,0.4726
fungcaau,蜂巢,0.4663
fungce,風車,0.476
fungceoi,風趣,0.4793
fungci,諷刺,0.532
fungcin,俸錢,0.4534
fungcing,風情,0.5012
fungciu,風潮,0.4845
fungcoi,風采,0.4976
fungcoi,丰采,0.4616
fungcuk,風速,0.4895
fungcyun,封存,0.4777
fungdai,封底,0.4735
fungdei,封地,0.4739
fungdeng,封頂,0.4796
fungdin,瘋癲,0.4734
fungdong,風擋,0.467
fungdou,風度,0.4884
fungduk,蜂毒,0.4609
fungdung,風洞,0.4656
fungfaa,風化,0.4735
fungfaan,風範,0.486
fungfaan,風帆,0.4721
fungfo,烽火,0.4793
fungfo,封火,0.4569
fungfu,豐富,0.5678
funggaak,風格,0.5869
funggaan,諷諫,0.4572
funggei,風紀,0.4626
funggeng,風鏡,0.4594
funggin,封建,0.5021
fungging,風景,0.5305
funggon,風乾,0.4739
funggong,鋒鋼,0.4564
funggou,奉告,0.4646
funggou,蜂糕,0.4518
funggwai,風季,0.4551
funggwat,風骨,0.4662
funggwik,縫隙,0.5019
funggwong,風光,0.5128
funghai,奉系,0.4593
funghang,風行,0.4828
funghang,奉行,0.4789
funghap,縫合,0.4857
funghau,風口,0.5112
funghau,豐厚,0.5004
funghau,封口,0.4776
funghau,封后,0.4657
funghau,蜂后,0.4601
funghei,風氣,0.5094
funghei,縫起,0.4556
funghim,風險,0.583
funghin,奉獻,0.504
funghoeng,風向,0.4901
funghou,封號,0.4947
funghung,豐胸,0.4821
funghung,楓紅,0.4619
funghyun,奉勸,0.4773
funghyun,瘋犬,0.4511
fungjan,封印,0.5003
fungjan,縫紉,0.4736
fungjap,封入,0.4602
fungjap,封邑,0.4599
fungjing,逢迎,0.4642
fungjip,楓葉,0.4853
fungjiu,豐饒,0.4637
fungjung,蜂湧,0.4607
fungjyu,風雨,0.5013
fungjyu,豐裕,0.464
fungjyu,諷喻,0.4608
fungjyu,風諭,0.4391
fungjyut,風月,0.4788
fungjyut,風穴,0.4602
fungkam,風琴,0.4671
fungkap,俸給,0.4499
fungkwan,蜂羣,0.4632
fungkwik,縫隙,0.5019
fungkwong,瘋狂,0.5578
funglam,鳳林,0.464
funglau,風流,0.4946
funglei,鋒利,0.4806
funglei,鳳梨,0.4663
funglik,風力,0.4792
fungling,風鈴,0.4786
funglong,風浪,0.4763
funglou,風爐,0.4621
funglyun,峯巒,0.4657
fungmaau,風貌,0.4856
fungmat,蜂蜜,0.505
fungmei,風味,0.5285
fungmin,封面,0.5333
fungming,奉命,0.4756
fungmo,風靡,0.4856
fungmong,鋒芒,0.4774
fungmou,馮武,0.451
fungmun,豐滿,0.4933
fungnai,封泥,0.4582
fungngaan,鳳眼,0.464
fungngan,俸銀,0.4551
fungo,俯臥,0.4653
fungping,風評,0.495
fungpui,奉陪,0.4708
fungpun,封盤,0.4612
fungsaa,風沙,0.4764
fungsaat,封殺,0.4911
fungsai,風勢,0.4625
fungsap,風溼,0.4805
fungsau,豐收,0.4863
fungsek,豐碩,0.4753
fungseoi,風水,0.4947
fungseoi,烽燧,0.4608
fungsik,風蝕,0.4631
fungsin,風扇,0.5203
fungsing,風聲,0.4835
fungsing,豐盛,0.4804
fungsing,奉承,0.4725
fungsing,封城,0.4661
fungso,封鎖,0.4981
fungsoeng,奉上,0.4852
fungsoeng,風霜,0.4752
fungsou,風騷,0.4829
fungsung,蓬鬆,0.4808
fungsung,奉送,0.4665
fungsyut,風雪,0.4782
fungtaan,風癱,0.4523
fungtaan,瘋癱,0.4444
fungtau,風頭,0.4848
fungtiu,封條,0.47
fungtoi,鳳臺,0.4661
fungtong,楓糖,0.4583
fungtou,封套,0.4686
fungtou,封土,0.461
fungwaa,瘋話,0.4615
fungwaan,奉還,0.4636
fungwan,風雲,0.5003
fungwat,髖骨,0.4603
fungwong,鳳凰,0.509
fungwong,寬廣,0.4838
fungwong,封王,0.4525
fungwong,鳯凰,0.452
fungzaau,鳳爪,0.4659
fungzai,縫製,0.4727
fungzam,縫針,0.4629
fungzang,風箏,0.4934
fungzang,奉贈,0.4559
fungze,鳳姐,0.4732
fungzeoi,封嘴,0.4599
fungzi,瘋子,0.5013
fungzi,奉旨,0.466
fungzi,丰姿,0.4628
fungzi,奉祀,0.4614
fungzik,奉職,0.454
fungzit,奉節,0.4687
fungzo,風阻,0.468
fungzoi,風災,0.4653
fungzuk,風俗,0.485
fungzuk,豐足,0.4619
fungzyu,縫住,0.4544
funhaan,寬限,0.4634
funhau,寬厚,0.4757
funhau,寬口,0.4616
funhei,歡喜,0.4913
funhong,款項,0.4941
funing,撫寧,0.4664
funjan,歡欣,0.468
funjau,寬宥,0.4582
funjin,歡宴,0.4616
funjing,歡迎,0.5689
funjiu,寬饒,0.4511
funjung,寬容,0.5067
funjyu,寬裕,0.4787
funjyu,歡愉,0.4726
funjyu,寬餘,0.4589
funjyut,歡悅,0.4642
funloeng,寬亮,0.4541
funlok,歡樂,0.5052
funmin,寬免,0.4554
funngaak,款額,0.465
funngaan,歡顏,0.466
funou,苦惱,0.4927
funpan,寬頻,0.479
funping,寬屏,0.4954
funsam,歡心,0.476
funse,寬赦,0.4537
funsik,款式,0.5318
funsiu,歡笑,0.4848
funsong,寬爽,0.441
funsung,寬鬆,0.5187
funsung,歡送,0.4722
funsyu,寬恕,0.4773
funsyu,寬舒,0.4566
funwai,寬慰,0.4719
funwang,寬宏,0.4654
funwang,寬弘,0.4507
funwun,寬緩,0.4543
funzaak,寬窄,0.4651
funzeoi,歡聚,0.4681
fuoi,父愛,0.4741
fuoi,撫愛,0.4608
fupaai,虎牌,0.4656
fupaai,符牌,0.4531
fupaak,琥珀,0.4801
fupan,扶貧,0.4889
fupin,負片,0.4632
fusaan,釜山,0.474
fusai,夫婿,0.4648
fusam,苦心,0.4778
fusam,負心,0.4669
fusan,附身,0.4742
fusan,副腎,0.4556
fusap,俯拾,0.4626
fusau,扶手,0.4954
fusau,輔修,0.4774
fusau,副手,0.4772
fusau,俯首,0.467
fusau,枯瘦,0.4633
fusei,赴死,0.4643
fuseoi,賦稅,0.4678
fuseoi,苦水,0.4673
fuseoi,扶綏,0.4643
fuseoi,枯水,0.4642
fuseoi,符水,0.4574
fuseoi,撫綏,0.4514
fusi,苦思,0.4662
fusik,膚色,0.5049
fusik,腐蝕,0.492
fusik,副食,0.4664
fusin,副線,0.4607
fusing,呼聲,0.4875
fusing,夫姓,0.458
fusiu,苦笑,0.4854
fusiu,呼嘯,0.4814
fuso,扶疏,0.461
fusoeng,附上,0.5254
fusoeng,富商,0.4768
fusoeng,負傷,0.4728
fusoeng,府上,0.4668
fusoeng,副相,0.4577
fusoeng,富孀,0.4513
fusou,負數,0.4769
fusuk,附屬,0.4921
fusung,附送,0.4761
fusyu,富庶,0.4652
fut,濶,0.6926
fut,闊,0.2312
fut,蛞,0.2051
futaai,富態,0.4621
futau,斧頭,0.4823
futau,苦頭,0.4757
futau,褲頭,0.4642
futbit,闊別,0.467
futbou,闊步,0.4657
futcoek,闊綽,0.4648
futdou,闊度,0.4582
futeoi,褲腿,0.4657
futhei,闊氣,0.4632
futip,敷貼,0.463
futlok,闊落,0.4503
futlou,闊佬,0.4601
futlou,闊老,0.453
futoi,赴臺,0.4746
futung,苦痛,0.4747
fuwaai,腐壞,0.4613
fuwai,枯萎,0.479
fuwai,撫慰,0.4786
fuwan,府尹,0.4617
fuwo,附和,0.476
fuwok,俘獲,0.4809
fuwong,枯黃,0.4718
fuwu,富戶,0.4625
fuwui,赴會,0.4652
fuwun,呼喚,0.4979
fuzaai,負債,0.5245
fuzaak,負責,0.5694
fuzaau,虎爪,0.4619
fuzak,附則,0.4666
fuzau,俯就,0.4569
fuzeng,枯井,0.4638
fuzi,褲子,0.5205
fuzi,父子,0.5072
fuzi,夫子,0.4791
fuzi,斧子,0.4746
fuzi,袴子,0.4381
fuzik,扶植,0.4723
fuzik,苦蘵,0.4416
fuzin,苦戰,0.4729
fuzing,斧正,0.4609
fuziu,枯焦,0.4577
fuzo,輔助,0.551
fuzo,扶助,0.4735
fuzoeng,付帳,0.4654
fuzong,腑臟,0.4559
fuzuk,富足,0.4773
fuzuk,腐竹,0.4654
fuzyu,付諸,0.4739
fuzyu,附註,0.4677
fuzyu,苦主,0.4621
ga,嘎,0.2948
ga,㗎,0.1469
gaa,家,0.3532
gaa,加,0.3481
gaa,假,0.3183
gaa,噶,0.3018
gaa,嘎,0.2948
gaa,夏,0.2925
gaa,價,0.2854
gaa,架,0.2743
gaa,賈,0.27
gaa,咖,0.262
gaa,嘉,0.2593
gaa,嫁,0.2567
gaa,介,0.2451
gaa,茄,0.2409
gaa,傢,0.2353
gaa,駕,0.2351
gaa,伽,0.2262
gaa,迦,0.226
gaa,瘕,0.2238
gaa,价,0.217
gaa,稼,0.2147
gaa,珈,0.2145
gaa,尕,0.214
gaa,痂,0.2129
gaa,枷,0.2123
gaa,椵,0.2112
gaa,葭,0.211
gaa,鎵,0.2099
gaa,玍,0.2082
gaa,笳,0.2069
gaa,跏,0.2053
gaa,嘏,0.2041
